"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness__MAX"
"12","-139.6953125","-139.6953125","-139.6953125","-130.453125","-130.453125","-130.453125","-150.3515625","-150.3515625","-150.3515625","-153.9921875","-153.9921875","-153.9921875","-155.875","-155.875","-155.875","-125.375","-125.375","-125.375","-200","-200","-200","-135.3984375","-135.3984375","-135.3984375","-131.5703125","-131.5703125","-131.5703125","-127.4765625","-127.4765625","-127.4765625"
"13","-120.1953125","-120.1953125","-120.1953125","-132.8984375","-132.8984375","-132.8984375","-148.4296875","-148.4296875","-148.4296875","-158.8984375","-158.8984375","-158.8984375","-157.2265625","-157.2265625","-157.2265625","-128.46875","-128.46875","-128.46875","-200","-200","-200","-135.3125","-135.3125","-135.3125","-127.0703125","-127.0703125","-127.0703125","-131.0546875","-131.0546875","-131.0546875"
"14","-123.7265625","-123.7265625","-123.7265625","-121.078125","-121.078125","-121.078125","-144.7890625","-144.7890625","-144.7890625","-160.046875","-160.046875","-160.046875","-159.8671875","-159.8671875","-159.8671875","-126.7265625","-126.7265625","-126.7265625","-200","-200","-200","-138.8671875","-138.8671875","-138.8671875","-130.296875","-130.296875","-130.296875","-129.3125","-129.3125","-129.3125"
"15","-128.046875","-128.046875","-128.046875","-126.6640625","-126.6640625","-126.6640625","-136.2109375","-136.2109375","-136.2109375","-155.2421875","-155.2421875","-155.2421875","-156.8359375","-156.8359375","-156.8359375","-130.4453125","-130.4453125","-130.4453125","-200","-200","-200","-129.5625","-129.5625","-129.5625","-135.1171875","-135.1171875","-135.1171875","-129.8203125","-129.8203125","-129.8203125"
"16","-119.8515625","-119.8515625","-119.8515625","-132.5078125","-132.5078125","-132.5078125","-136.515625","-136.515625","-136.515625","-152.921875","-152.921875","-152.921875","-157.3125","-157.3125","-157.3125","-131.6484375","-131.6484375","-131.6484375","-200","-200","-200","-129.921875","-129.921875","-129.921875","-133.8515625","-133.8515625","-133.8515625","-125.734375","-125.734375","-125.734375"
"17","-130.7734375","-130.7734375","-130.7734375","-130.90625","-130.90625","-130.90625","-131.6640625","-131.6640625","-131.6640625","-148.109375","-148.109375","-148.109375","-157.0546875","-157.0546875","-157.0546875","-128.8984375","-128.8984375","-128.8984375","-200","-200","-200","-125.03125","-125.03125","-125.03125","-129.9453125","-129.9453125","-129.9453125","-131.6015625","-131.6015625","-131.6015625"
"18","-119.578125","-119.578125","-119.578125","-113.1953125","-113.1953125","-113.1953125","-127.828125","-127.828125","-127.828125","-135.2578125","-135.2578125","-135.2578125","-155.6015625","-155.6015625","-155.6015625","-124.09375","-124.09375","-124.09375","-200","-200","-200","-134.15625","-134.15625","-134.15625","-131.890625","-131.890625","-131.890625","-139.9765625","-139.9765625","-139.9765625"
"19","-117.609375","-117.609375","-117.609375","-130.1484375","-130.1484375","-130.1484375","-130.78125","-130.78125","-130.78125","-121.359375","-121.359375","-121.359375","-154.140625","-154.140625","-154.140625","-133.59375","-133.59375","-133.59375","-200","-200","-200","-131.265625","-131.265625","-131.265625","-132.03125","-132.03125","-132.03125","-132.21875","-132.21875","-132.21875"
"20","-124.828125","-124.828125","-124.828125","-130.0078125","-130.0078125","-130.0078125","-129.3359375","-129.3359375","-129.3359375","-123.890625","-123.890625","-123.890625","-148.8671875","-148.8671875","-148.8671875","-135.0078125","-135.0078125","-135.0078125","-200","-200","-200","-136.5390625","-136.5390625","-136.5390625","-130.390625","-130.390625","-130.390625","-132.4609375","-132.4609375","-132.4609375"
"21","-128.7890625","-128.7890625","-128.7890625","-125.59375","-125.59375","-125.59375","-131.1796875","-131.1796875","-131.1796875","-109.7578125","-109.7578125","-109.7578125","-151.5234375","-151.5234375","-151.5234375","-137.3359375","-137.3359375","-137.3359375","-200","-200","-200","-123.1015625","-123.1015625","-123.1015625","-135.28125","-135.28125","-135.28125","-126.59375","-126.59375","-126.59375"
"22","-131.3046875","-131.3046875","-131.3046875","-129.15625","-129.15625","-129.15625","-128.5546875","-128.5546875","-128.5546875","-111.5546875","-111.5546875","-111.5546875","-145.8046875","-145.8046875","-145.8046875","-133.5390625","-133.5390625","-133.5390625","-200","-200","-200","-130.1484375","-130.1484375","-130.1484375","-132.9609375","-132.9609375","-132.9609375","-125.8671875","-125.8671875","-125.8671875"
"23","-134.7265625","-134.7265625","-134.7265625","-135.7734375","-135.7734375","-135.7734375","-131.0625","-131.0625","-131.0625","-114.890625","-114.890625","-114.890625","-147","-147","-147","-125.890625","-125.890625","-125.890625","-200","-200","-200","-129.9609375","-129.9609375","-129.9609375","-132.015625","-132.015625","-132.015625","-131.4140625","-131.4140625","-131.4140625"
"24","-132.9140625","-132.9140625","-132.9140625","-133.9375","-133.9375","-133.9375","-129.5390625","-129.5390625","-129.5390625","-113.4140625","-113.4140625","-113.4140625","-133.2734375","-133.2734375","-133.2734375","-128.96875","-128.96875","-128.96875","-200","-200","-200","-126.8828125","-126.8828125","-126.8828125","-131.0625","-131.0625","-131.0625","-128.21875","-128.21875","-128.21875"
"25","-125.4140625","-125.4140625","-125.4140625","-132.25","-132.25","-132.25","-132.078125","-132.078125","-132.078125","-105.703125","-105.703125","-105.703125","-138.7734375","-138.7734375","-138.7734375","-123.515625","-123.515625","-123.515625","-200","-200","-200","-136.2734375","-136.2734375","-136.2734375","-127.0546875","-127.0546875","-127.0546875","-127.703125","-127.703125","-127.703125"
"26","-128.8984375","-128.8984375","-128.8984375","-128.609375","-128.609375","-128.609375","-133.9921875","-133.9921875","-133.9921875","-107.6640625","-107.6640625","-107.6640625","-135.671875","-135.671875","-135.671875","-131.7734375","-131.7734375","-131.7734375","-200","-200","-200","-134.359375","-134.359375","-134.359375","-137.359375","-137.359375","-137.359375","-132.3984375","-132.3984375","-132.3984375"
"27","-116.0703125","-116.0703125","-116.0703125","-130.484375","-130.484375","-130.484375","-134.8984375","-134.8984375","-134.8984375","-113.203125","-113.203125","-113.203125","-126.6328125","-126.6328125","-126.6328125","-126.3203125","-126.3203125","-126.3203125","-200","-200","-200","-128.6171875","-128.6171875","-128.6171875","-132.5","-132.5","-132.5","-129.8359375","-129.8359375","-129.8359375"
"28","-123.0390625","-123.0390625","-123.0390625","-137.171875","-137.171875","-137.171875","-138.609375","-138.609375","-138.609375","-110.265625","-110.265625","-110.265625","-128.6484375","-128.6484375","-128.6484375","-128.1328125","-128.1328125","-128.1328125","-200","-200","-200","-128.3515625","-128.3515625","-128.3515625","-131.390625","-131.390625","-131.390625","-133.125","-133.125","-133.125"
"29","-132.171875","-132.171875","-132.171875","-126.5859375","-126.5859375","-126.5859375","-138.21875","-138.21875","-138.21875","-112.40625","-112.40625","-112.40625","-124.34375","-124.34375","-124.34375","-132.765625","-132.765625","-132.765625","-200","-200","-200","-129.6640625","-129.6640625","-129.6640625","-139.28125","-139.28125","-139.28125","-133.0859375","-133.0859375","-133.0859375"
"30","-133.6015625","-133.6015625","-133.6015625","-125.203125","-125.203125","-125.203125","-137.53125","-137.53125","-137.53125","-110.5546875","-110.5546875","-110.5546875","-126.03125","-126.03125","-126.03125","-130.6484375","-130.6484375","-130.6484375","-200","-200","-200","-131.078125","-131.078125","-131.078125","-136.3359375","-136.3359375","-136.3359375","-133.4921875","-133.4921875","-133.4921875"
"31","-133.7578125","-133.7578125","-133.7578125","-125.8984375","-125.8984375","-125.8984375","-139.546875","-139.546875","-139.546875","-111.3125","-111.3125","-111.3125","-127.5390625","-127.5390625","-127.5390625","-131.484375","-131.484375","-131.484375","-200","-200","-200","-140.2578125","-140.2578125","-140.2578125","-128.2734375","-128.2734375","-128.2734375","-126.1328125","-126.1328125","-126.1328125"
"32","-139.9375","-139.9375","-139.9375","-121.1875","-121.1875","-121.1875","-140.484375","-140.484375","-140.484375","-111.3359375","-111.3359375","-111.3359375","-124.6953125","-124.6953125","-124.6953125","-128.515625","-128.515625","-128.515625","-200","-200","-200","-127.421875","-127.421875","-127.421875","-123.765625","-123.765625","-123.765625","-129.0546875","-129.0546875","-129.0546875"
"33","-127.0859375","-127.0859375","-127.0859375","-122.265625","-122.265625","-122.265625","-140.4609375","-140.4609375","-140.4609375","-108.96875","-108.96875","-108.96875","-115.875","-115.875","-115.875","-129.1796875","-129.1796875","-129.1796875","-200","-200","-200","-135.34375","-135.34375","-135.34375","-124.296875","-124.296875","-124.296875","-131.203125","-131.203125","-131.203125"
"34","-122.21875","-122.21875","-122.21875","-116.6640625","-116.6640625","-116.6640625","-142.3671875","-142.3671875","-142.3671875","-107.1484375","-107.1484375","-107.1484375","-111.3671875","-111.3671875","-111.3671875","-130.4453125","-130.4453125","-130.4453125","-200","-200","-200","-125.2734375","-125.2734375","-125.2734375","-126.4140625","-126.4140625","-126.4140625","-130.2890625","-130.2890625","-130.2890625"
"35","-129.8125","-129.8125","-129.8125","-114.65625","-114.65625","-114.65625","-140.8203125","-140.8203125","-140.8203125","-103.875","-103.875","-103.875","-110.1484375","-110.1484375","-110.1484375","-130.53125","-130.53125","-130.53125","-200","-200","-200","-130.0703125","-130.0703125","-130.0703125","-130.015625","-130.015625","-130.015625","-129.6484375","-129.6484375","-129.6484375"
"36","-126.921875","-126.921875","-126.921875","-113.328125","-113.328125","-113.328125","-142.796875","-142.796875","-142.796875","-101.7265625","-101.7265625","-101.7265625","-112","-112","-112","-127.140625","-127.140625","-127.140625","-200","-200","-200","-127.0703125","-127.0703125","-127.0703125","-127.828125","-127.828125","-127.828125","-127.921875","-127.921875","-127.921875"
"37","-127.0703125","-127.0703125","-127.0703125","-115.828125","-115.828125","-115.828125","-142.6953125","-142.6953125","-142.6953125","-106.6640625","-106.6640625","-106.6640625","-112.625","-112.625","-112.625","-129.5","-129.5","-129.5","-200","-200","-200","-130.921875","-130.921875","-130.921875","-129.421875","-129.421875","-129.421875","-123.7421875","-123.7421875","-123.7421875"
"38","-117.5234375","-117.5234375","-117.5234375","-129.703125","-129.703125","-129.703125","-143.4140625","-143.4140625","-143.4140625","-112.6640625","-112.6640625","-112.6640625","-113.2265625","-113.2265625","-113.2265625","-125.9921875","-125.9921875","-125.9921875","-200","-200","-200","-131.0625","-131.0625","-131.0625","-131.609375","-131.609375","-131.609375","-121.5","-121.5","-121.5"
"39","-106.890625","-106.890625","-106.890625","-119.8359375","-119.8359375","-119.8359375","-143.2109375","-143.2109375","-143.2109375","-112.2421875","-112.2421875","-112.2421875","-117.875","-117.875","-117.875","-126.84375","-126.84375","-126.84375","-200","-200","-200","-127.7578125","-127.7578125","-127.7578125","-129.1015625","-129.1015625","-129.1015625","-128.984375","-128.984375","-128.984375"
"40","-116.4453125","-116.4453125","-116.4453125","-115.4453125","-115.4453125","-115.4453125","-142.4140625","-142.4140625","-142.4140625","-109.140625","-109.140625","-109.140625","-108.8203125","-108.8203125","-108.8203125","-129.546875","-129.546875","-129.546875","-200","-200","-200","-124.890625","-124.890625","-124.890625","-130.4296875","-130.4296875","-130.4296875","-132.8203125","-132.8203125","-132.8203125"
"41","-124.515625","-124.515625","-124.515625","-126.375","-126.375","-126.375","-142.546875","-142.546875","-142.546875","-108.2421875","-108.2421875","-108.2421875","-116.7109375","-116.7109375","-116.7109375","-128.828125","-128.828125","-128.828125","-200","-200","-200","-124.8125","-124.8125","-124.8125","-131.9453125","-131.9453125","-131.9453125","-131.546875","-131.546875","-131.546875"
"42","-120.578125","-120.578125","-120.578125","-132.421875","-132.421875","-132.421875","-141.0078125","-141.0078125","-141.0078125","-103.7734375","-103.7734375","-103.7734375","-110.6953125","-110.6953125","-110.6953125","-126.8671875","-126.8671875","-126.8671875","-200","-200","-200","-130.0703125","-130.0703125","-130.0703125","-130.7890625","-130.7890625","-130.7890625","-128.65625","-128.65625","-128.65625"
"43","-117.78125","-117.78125","-117.78125","-130.921875","-130.921875","-130.921875","-141.7734375","-141.7734375","-141.7734375","-109.8828125","-109.8828125","-109.8828125","-111.9140625","-111.9140625","-111.9140625","-125.4609375","-125.4609375","-125.4609375","-200","-200","-200","-130.1171875","-130.1171875","-130.1171875","-130.2578125","-130.2578125","-130.2578125","-128.953125","-128.953125","-128.953125"
"44","-125.640625","-125.640625","-125.640625","-115.015625","-115.015625","-115.015625","-142.5546875","-142.5546875","-142.5546875","-103.3828125","-103.3828125","-103.3828125","-107.546875","-107.546875","-107.546875","-129.9765625","-129.9765625","-129.9765625","-200","-200","-200","-127.1796875","-127.1796875","-127.1796875","-135.3828125","-135.3828125","-135.3828125","-128.9375","-128.9375","-128.9375"
"45","-123.1171875","-123.1171875","-123.1171875","-125.8671875","-125.8671875","-125.8671875","-143.40625","-143.40625","-143.40625","-105.71875","-105.71875","-105.71875","-113.6015625","-113.6015625","-113.6015625","-126.7421875","-126.7421875","-126.7421875","-200","-200","-200","-131.171875","-131.171875","-131.171875","-127.3828125","-127.3828125","-127.3828125","-127.0625","-127.0625","-127.0625"
"46","-127.328125","-127.328125","-127.328125","-129.2734375","-129.2734375","-129.2734375","-144.578125","-144.578125","-144.578125","-104.453125","-104.453125","-104.453125","-115.5703125","-115.5703125","-115.5703125","-131.203125","-131.203125","-131.203125","-200","-200","-200","-119.890625","-119.890625","-119.890625","-133.9140625","-133.9140625","-133.9140625","-125.203125","-125.203125","-125.203125"
"47","-125.984375","-125.984375","-125.984375","-131.765625","-131.765625","-131.765625","-144.3046875","-144.3046875","-144.3046875","-104.453125","-104.453125","-104.453125","-110.5390625","-110.5390625","-110.5390625","-129.84375","-129.84375","-129.84375","-200","-200","-200","-128.4140625","-128.4140625","-128.4140625","-133.3046875","-133.3046875","-133.3046875","-132.2265625","-132.2265625","-132.2265625"
"48","-129.53125","-129.53125","-129.53125","-127.8984375","-127.8984375","-127.8984375","-145.890625","-145.890625","-145.890625","-114.28125","-114.28125","-114.28125","-105.03125","-105.03125","-105.03125","-129.421875","-129.421875","-129.421875","-200","-200","-200","-127.671875","-127.671875","-127.671875","-135.8984375","-135.8984375","-135.8984375","-130.4453125","-130.4453125","-130.4453125"
"49","-125.8359375","-125.8359375","-125.8359375","-126.0546875","-126.0546875","-126.0546875","-146.0078125","-146.0078125","-146.0078125","-109.71875","-109.71875","-109.71875","-111.4765625","-111.4765625","-111.4765625","-130.5859375","-130.5859375","-130.5859375","-200","-200","-200","-124.671875","-124.671875","-124.671875","-130.6875","-130.6875","-130.6875","-124.203125","-124.203125","-124.203125"
"50","-127.9296875","-127.9296875","-127.9296875","-124.3359375","-124.3359375","-124.3359375","-145.0703125","-145.0703125","-145.0703125","-103.7734375","-103.7734375","-103.7734375","-110.15625","-110.15625","-110.15625","-125.7890625","-125.7890625","-125.7890625","-200","-200","-200","-124.046875","-124.046875","-124.046875","-129.9765625","-129.9765625","-129.9765625","-129.859375","-129.859375","-129.859375"
"51","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"52","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"53","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"54","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"55","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"56","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"57","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.7890625","-199.7890625","-199.7890625","-200","-200","-200"
