"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_0_contcorrect_True - current_best_fitness__MAX"
"19","199.9375","199.9375","199.9375","200","200","200","200","200","200","200","200","200","199.078125","199.078125","199.078125","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"
"20","199.9765625","199.9765625","199.9765625","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"
"21","9.5546875","9.5546875","9.5546875","66.640625","66.640625","66.640625","23.828125","23.828125","23.828125","118.046875","118.046875","118.046875","11.59375","11.59375","11.59375","9.3359375","9.3359375","9.3359375","9.46875","9.46875","9.46875","10","10","10","16.7265625","16.7265625","16.7265625","11.4296875","11.4296875","11.4296875"
"22","9.34375","9.34375","9.34375","137.328125","137.328125","137.328125","22.84375","22.84375","22.84375","81.53125","81.53125","81.53125","11.640625","11.640625","11.640625","9.3203125","9.3203125","9.3203125","9.3046875","9.3046875","9.3046875","9.7890625","9.7890625","9.7890625","90.8828125","90.8828125","90.8828125","11.53125","11.53125","11.53125"
"23","9.375","9.375","9.375","198.6328125","198.6328125","198.6328125","22.1875","22.1875","22.1875","115.90625","115.90625","115.90625","11.234375","11.234375","11.234375","9.3359375","9.3359375","9.3359375","9.5","9.5","9.5","9.6171875","9.6171875","9.6171875","55.8828125","55.8828125","55.8828125","11.515625","11.515625","11.515625"
"24","9.390625","9.390625","9.390625","200","200","200","23.5078125","23.5078125","23.5078125","25.671875","25.671875","25.671875","11.0546875","11.0546875","11.0546875","9.3671875","9.3671875","9.3671875","9.453125","9.453125","9.453125","9.9921875","9.9921875","9.9921875","74.875","74.875","74.875","11.6796875","11.6796875","11.6796875"
"25","9.46875","9.46875","9.46875","200","200","200","23.125","23.125","23.125","24.0546875","24.0546875","24.0546875","11","11","11","9.21875","9.21875","9.21875","9.390625","9.390625","9.390625","10.6015625","10.6015625","10.6015625","91.0078125","91.0078125","91.0078125","11.4453125","11.4453125","11.4453125"
"26","9.421875","9.421875","9.421875","200","200","200","24.1640625","24.1640625","24.1640625","23.59375","23.59375","23.59375","11.4375","11.4375","11.4375","9.484375","9.484375","9.484375","9.375","9.375","9.375","10.7734375","10.7734375","10.7734375","89.96875","89.96875","89.96875","11.4921875","11.4921875","11.4921875"
"27","9.859375","9.859375","9.859375","200","200","200","23.8125","23.8125","23.8125","24.84375","24.84375","24.84375","10.9765625","10.9765625","10.9765625","9.46875","9.46875","9.46875","9.3515625","9.3515625","9.3515625","10.8984375","10.8984375","10.8984375","92.046875","92.046875","92.046875","11.5390625","11.5390625","11.5390625"
"28","9.78125","9.78125","9.78125","200","200","200","25.4140625","25.4140625","25.4140625","20.5546875","20.5546875","20.5546875","11.1015625","11.1015625","11.1015625","9.3828125","9.3828125","9.3828125","9.421875","9.421875","9.421875","11.484375","11.484375","11.484375","91.2578125","91.2578125","91.2578125","11.6484375","11.6484375","11.6484375"
"29","9.46875","9.46875","9.46875","200","200","200","24.546875","24.546875","24.546875","20.0078125","20.0078125","20.0078125","10.9921875","10.9921875","10.9921875","9.375","9.375","9.375","9.3828125","9.3828125","9.3828125","14.5703125","14.5703125","14.5703125","59.3671875","59.3671875","59.3671875","11.5390625","11.5390625","11.5390625"
"30","9.34375","9.34375","9.34375","200","200","200","25.6875","25.6875","25.6875","17.3125","17.3125","17.3125","10.953125","10.953125","10.953125","9.2109375","9.2109375","9.2109375","9.34375","9.34375","9.34375","14.4609375","14.4609375","14.4609375","14.984375","14.984375","14.984375","11.5546875","11.5546875","11.5546875"
"31","9.3046875","9.3046875","9.3046875","184.7421875","184.7421875","184.7421875","32.7578125","32.7578125","32.7578125","16.640625","16.640625","16.640625","10.8203125","10.8203125","10.8203125","9.484375","9.484375","9.484375","9.3203125","9.3203125","9.3203125","13.6015625","13.6015625","13.6015625","37.9609375","37.9609375","37.9609375","11.53125","11.53125","11.53125"
"32","9.3671875","9.3671875","9.3671875","174.2734375","174.2734375","174.2734375","25.25","25.25","25.25","18.4296875","18.4296875","18.4296875","10.0703125","10.0703125","10.0703125","9.328125","9.328125","9.328125","9.40625","9.40625","9.40625","12.2265625","12.2265625","12.2265625","15.6328125","15.6328125","15.6328125","11.640625","11.640625","11.640625"
"33","9.3671875","9.3671875","9.3671875","156.859375","156.859375","156.859375","23.6953125","23.6953125","23.6953125","17.0625","17.0625","17.0625","10.484375","10.484375","10.484375","9.7578125","9.7578125","9.7578125","9.453125","9.453125","9.453125","14.2109375","14.2109375","14.2109375","27.5078125","27.5078125","27.5078125","11.46875","11.46875","11.46875"
"34","9.6171875","9.6171875","9.6171875","144.8984375","144.8984375","144.8984375","26.9453125","26.9453125","26.9453125","19.7109375","19.7109375","19.7109375","10.734375","10.734375","10.734375","9.5390625","9.5390625","9.5390625","9.5234375","9.5234375","9.5234375","14.625","14.625","14.625","22.234375","22.234375","22.234375","11.3828125","11.3828125","11.3828125"
"35","9.5546875","9.5546875","9.5546875","151.6484375","151.6484375","151.6484375","24.2421875","24.2421875","24.2421875","18.140625","18.140625","18.140625","10.21875","10.21875","10.21875","9.40625","9.40625","9.40625","9.6171875","9.6171875","9.6171875","15.2734375","15.2734375","15.2734375","16.2109375","16.2109375","16.2109375","11.453125","11.453125","11.453125"
"36","9.4453125","9.4453125","9.4453125","169.734375","169.734375","169.734375","26.1640625","26.1640625","26.1640625","19.6953125","19.6953125","19.6953125","10.71875","10.71875","10.71875","9.3515625","9.3515625","9.3515625","9.6171875","9.6171875","9.6171875","12.7421875","12.7421875","12.7421875","12.2734375","12.2734375","12.2734375","11.3671875","11.3671875","11.3671875"
"37","9.421875","9.421875","9.421875","163.03125","163.03125","163.03125","25.15625","25.15625","25.15625","19.7265625","19.7265625","19.7265625","10.3125","10.3125","10.3125","9.40625","9.40625","9.40625","9.59375","9.59375","9.59375","13.1171875","13.1171875","13.1171875","12.28125","12.28125","12.28125","11.7109375","11.7109375","11.7109375"
"38","9.4375","9.4375","9.4375","132.9140625","132.9140625","132.9140625","27.7109375","27.7109375","27.7109375","19.15625","19.15625","19.15625","11.015625","11.015625","11.015625","9.3515625","9.3515625","9.3515625","9.875","9.875","9.875","15.125","15.125","15.125","10.53125","10.53125","10.53125","11.3984375","11.3984375","11.3984375"
"39","9.40625","9.40625","9.40625","26.6796875","26.6796875","26.6796875","27.5234375","27.5234375","27.5234375","19.421875","19.421875","19.421875","10.3203125","10.3203125","10.3203125","9.296875","9.296875","9.296875","9.6953125","9.6953125","9.6953125","15.53125","15.53125","15.53125","10.8984375","10.8984375","10.8984375","11.5625","11.5625","11.5625"
"40","9.9375","9.9375","9.9375","21.234375","21.234375","21.234375","31.75","31.75","31.75","18.0078125","18.0078125","18.0078125","10.2890625","10.2890625","10.2890625","9.3359375","9.3359375","9.3359375","9.75","9.75","9.75","15.1875","15.1875","15.1875","11.3203125","11.3203125","11.3203125","11.4296875","11.4296875","11.4296875"
"41","85.296875","85.296875","85.296875","199.4296875","199.4296875","199.4296875","14.171875","14.171875","14.171875","66.84375","66.84375","66.84375","9.515625","9.515625","9.515625","125.75","125.75","125.75","9.6171875","9.6171875","9.6171875","41.4296875","41.4296875","41.4296875","10.15625","10.15625","10.15625","9.3671875","9.3671875","9.3671875"
"42","44.6875","44.6875","44.6875","199.1875","199.1875","199.1875","13.703125","13.703125","13.703125","105.5234375","105.5234375","105.5234375","9.8515625","9.8515625","9.8515625","126.703125","126.703125","126.703125","9.3515625","9.3515625","9.3515625","44.0078125","44.0078125","44.0078125","10.8984375","10.8984375","10.8984375","9.3515625","9.3515625","9.3515625"
"43","95.6171875","95.6171875","95.6171875","191.296875","191.296875","191.296875","13.0390625","13.0390625","13.0390625","73.9765625","73.9765625","73.9765625","9.4296875","9.4296875","9.4296875","124.8046875","124.8046875","124.8046875","9.421875","9.421875","9.421875","43.5390625","43.5390625","43.5390625","9.7890625","9.7890625","9.7890625","9.40625","9.40625","9.40625"
"44","55.59375","55.59375","55.59375","186.3984375","186.3984375","186.3984375","13.484375","13.484375","13.484375","62.5078125","62.5078125","62.5078125","9.40625","9.40625","9.40625","121.6875","121.6875","121.6875","9.3828125","9.3828125","9.3828125","43.265625","43.265625","43.265625","10.703125","10.703125","10.703125","9.5390625","9.5390625","9.5390625"
"45","76.7890625","76.7890625","76.7890625","185.8359375","185.8359375","185.8359375","11.7890625","11.7890625","11.7890625","79.9609375","79.9609375","79.9609375","10.6796875","10.6796875","10.6796875","143.1796875","143.1796875","143.1796875","9.3125","9.3125","9.3125","42.65625","42.65625","42.65625","10.3203125","10.3203125","10.3203125","9.375","9.375","9.375"
"46","127.3125","127.3125","127.3125","189.03125","189.03125","189.03125","12.28125","12.28125","12.28125","37.7265625","37.7265625","37.7265625","9.4609375","9.4609375","9.4609375","130.640625","130.640625","130.640625","9.390625","9.390625","9.390625","46","46","46","12.625","12.625","12.625","9.390625","9.390625","9.390625"
"47","97.8984375","97.8984375","97.8984375","185.1484375","185.1484375","185.1484375","11.375","11.375","11.375","37.703125","37.703125","37.703125","10.1953125","10.1953125","10.1953125","128.59375","128.59375","128.59375","9.359375","9.359375","9.359375","56.359375","56.359375","56.359375","10.796875","10.796875","10.796875","9.4140625","9.4140625","9.4140625"
"48","56.4453125","56.4453125","56.4453125","197.1875","197.1875","197.1875","13.3671875","13.3671875","13.3671875","48.078125","48.078125","48.078125","10.671875","10.671875","10.671875","141.3203125","141.3203125","141.3203125","9.375","9.375","9.375","85.8984375","85.8984375","85.8984375","10.3359375","10.3359375","10.3359375","9.421875","9.421875","9.421875"
"49","62.703125","62.703125","62.703125","196.9296875","196.9296875","196.9296875","11.40625","11.40625","11.40625","78.7734375","78.7734375","78.7734375","9.796875","9.796875","9.796875","138.28125","138.28125","138.28125","9.390625","9.390625","9.390625","112.703125","112.703125","112.703125","10.1484375","10.1484375","10.1484375","9.3671875","9.3671875","9.3671875"
"50","62.5","62.5","62.5","191.9296875","191.9296875","191.9296875","12.6796875","12.6796875","12.6796875","60.7734375","60.7734375","60.7734375","9.6640625","9.6640625","9.6640625","139.421875","139.421875","139.421875","9.3984375","9.3984375","9.3984375","90.078125","90.078125","90.078125","10.0234375","10.0234375","10.0234375","9.453125","9.453125","9.453125"
"51","44.671875","44.671875","44.671875","164.0859375","164.0859375","164.0859375","13.8515625","13.8515625","13.8515625","86.203125","86.203125","86.203125","9.8046875","9.8046875","9.8046875","113.9921875","113.9921875","113.9921875","9.375","9.375","9.375","75.515625","75.515625","75.515625","11.34375","11.34375","11.34375","9.390625","9.390625","9.390625"
"52","54.9296875","54.9296875","54.9296875","182.9609375","182.9609375","182.9609375","13.6484375","13.6484375","13.6484375","134.21875","134.21875","134.21875","9.84375","9.84375","9.84375","55.453125","55.453125","55.453125","9.34375","9.34375","9.34375","72.7109375","72.7109375","72.7109375","14.3828125","14.3828125","14.3828125","9.375","9.375","9.375"
"53","44.8984375","44.8984375","44.8984375","192.4375","192.4375","192.4375","12.46875","12.46875","12.46875","192.03125","192.03125","192.03125","9.53125","9.53125","9.53125","28.5546875","28.5546875","28.5546875","9.328125","9.328125","9.328125","67.2890625","67.2890625","67.2890625","15.5","15.5","15.5","9.296875","9.296875","9.296875"
"54","41.6171875","41.6171875","41.6171875","181.2421875","181.2421875","181.2421875","13.265625","13.265625","13.265625","199.1796875","199.1796875","199.1796875","10","10","10","113.34375","113.34375","113.34375","9.484375","9.484375","9.484375","82.609375","82.609375","82.609375","16.5859375","16.5859375","16.5859375","9.40625","9.40625","9.40625"
"55","50.9609375","50.9609375","50.9609375","169.234375","169.234375","169.234375","11.1171875","11.1171875","11.1171875","198.4453125","198.4453125","198.4453125","9.34375","9.34375","9.34375","120.9453125","120.9453125","120.9453125","9.734375","9.734375","9.734375","107.828125","107.828125","107.828125","14.578125","14.578125","14.578125","9.40625","9.40625","9.40625"
"56","37.1171875","37.1171875","37.1171875","163.296875","163.296875","163.296875","10.7734375","10.7734375","10.7734375","153.2890625","153.2890625","153.2890625","11.03125","11.03125","11.03125","161.1328125","161.1328125","161.1328125","9.8125","9.8125","9.8125","48.59375","48.59375","48.59375","14.9375","14.9375","14.9375","9.3203125","9.3203125","9.3203125"
"57","44.1015625","44.1015625","44.1015625","157.96875","157.96875","157.96875","11.9296875","11.9296875","11.9296875","194.125","194.125","194.125","10.109375","10.109375","10.109375","198.28125","198.28125","198.28125","9.546875","9.546875","9.546875","55.09375","55.09375","55.09375","14.6328125","14.6328125","14.6328125","9.4296875","9.4296875","9.4296875"
"58","50.6328125","50.6328125","50.6328125","156.2421875","156.2421875","156.2421875","11.8125","11.8125","11.8125","184.7109375","184.7109375","184.7109375","9.4375","9.4375","9.4375","141.6875","141.6875","141.6875","9.6640625","9.6640625","9.6640625","44.96875","44.96875","44.96875","15.8515625","15.8515625","15.8515625","9.2734375","9.2734375","9.2734375"
"59","40.65625","40.65625","40.65625","151.0234375","151.0234375","151.0234375","11.6015625","11.6015625","11.6015625","194.1953125","194.1953125","194.1953125","10.5625","10.5625","10.5625","200","200","200","9.71875","9.71875","9.71875","49.0234375","49.0234375","49.0234375","16.578125","16.578125","16.578125","9.3515625","9.3515625","9.3515625"
"60","44.4765625","44.4765625","44.4765625","157.6875","157.6875","157.6875","12.375","12.375","12.375","194.1875","194.1875","194.1875","9.984375","9.984375","9.984375","200","200","200","9.9453125","9.9453125","9.9453125","44.1015625","44.1015625","44.1015625","18.203125","18.203125","18.203125","9.3359375","9.3359375","9.3359375"
"61","17.8359375","17.8359375","17.8359375","146.5234375","146.5234375","146.5234375","55.125","55.125","55.125","21.046875","21.046875","21.046875","11.609375","11.609375","11.609375","9.6171875","9.6171875","9.6171875","12.0078125","12.0078125","12.0078125","12.6171875","12.6171875","12.6171875","14.453125","14.453125","14.453125","9.4765625","9.4765625","9.4765625"
"62","15.140625","15.140625","15.140625","148.6171875","148.6171875","148.6171875","63.3203125","63.3203125","63.3203125","20.4453125","20.4453125","20.4453125","11.5078125","11.5078125","11.5078125","9.6484375","9.6484375","9.6484375","11.421875","11.421875","11.421875","13.5703125","13.5703125","13.5703125","14.4140625","14.4140625","14.4140625","9.3984375","9.3984375","9.3984375"
"63","12.8828125","12.8828125","12.8828125","135.578125","135.578125","135.578125","74.3203125","74.3203125","74.3203125","18.5234375","18.5234375","18.5234375","11.4921875","11.4921875","11.4921875","9.265625","9.265625","9.265625","12.6796875","12.6796875","12.6796875","13.734375","13.734375","13.734375","14.1484375","14.1484375","14.1484375","9.3984375","9.3984375","9.3984375"
"64","16.0390625","16.0390625","16.0390625","146","146","146","79.1796875","79.1796875","79.1796875","18.5","18.5","18.5","10.75","10.75","10.75","9.390625","9.390625","9.390625","12.8046875","12.8046875","12.8046875","23.0703125","23.0703125","23.0703125","15.03125","15.03125","15.03125","9.4296875","9.4296875","9.4296875"
"65","21.1015625","21.1015625","21.1015625","135.8046875","135.8046875","135.8046875","48.140625","48.140625","48.140625","20.734375","20.734375","20.734375","11.1796875","11.1796875","11.1796875","9.265625","9.265625","9.265625","10.78125","10.78125","10.78125","17.5546875","17.5546875","17.5546875","14.5390625","14.5390625","14.5390625","9.3984375","9.3984375","9.3984375"
"66","18.046875","18.046875","18.046875","129.4921875","129.4921875","129.4921875","67.9375","67.9375","67.9375","20.453125","20.453125","20.453125","11.578125","11.578125","11.578125","9.3828125","9.3828125","9.3828125","11.3046875","11.3046875","11.3046875","18.5078125","18.5078125","18.5078125","13.8828125","13.8828125","13.8828125","9.25","9.25","9.25"
"67","16.4921875","16.4921875","16.4921875","138.5","138.5","138.5","68.2421875","68.2421875","68.2421875","19.8984375","19.8984375","19.8984375","11.3671875","11.3671875","11.3671875","9.4140625","9.4140625","9.4140625","12.7890625","12.7890625","12.7890625","21.1015625","21.1015625","21.1015625","13.0546875","13.0546875","13.0546875","9.375","9.375","9.375"
"68","16.6640625","16.6640625","16.6640625","133.1875","133.1875","133.1875","48.8828125","48.8828125","48.8828125","19.9765625","19.9765625","19.9765625","11.5625","11.5625","11.5625","9.3515625","9.3515625","9.3515625","10.5546875","10.5546875","10.5546875","17.046875","17.046875","17.046875","13.5078125","13.5078125","13.5078125","9.4765625","9.4765625","9.4765625"
