"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness__MAX"
"235","-200","-200","-200","-200","-200","-200","-91.2109375","-91.2109375","-91.2109375","-200","-200","-200","-169.921875","-169.921875","-169.921875","-200","-200","-200","-88.6171875","-88.6171875","-88.6171875","-118.7890625","-118.7890625","-118.7890625","-200","-200","-200","-103.3359375","-103.3359375","-103.3359375"
"236","-200","-200","-200","-200","-200","-200","-91.8046875","-91.8046875","-91.8046875","-200","-200","-200","-190.28125","-190.28125","-190.28125","-200","-200","-200","-84.5078125","-84.5078125","-84.5078125","-145.5390625","-145.5390625","-145.5390625","-200","-200","-200","-107.15625","-107.15625","-107.15625"
"237","-200","-200","-200","-200","-200","-200","-93.9921875","-93.9921875","-93.9921875","-200","-200","-200","-195.1640625","-195.1640625","-195.1640625","-200","-200","-200","-87.09375","-87.09375","-87.09375","-149.6328125","-149.6328125","-149.6328125","-200","-200","-200","-105.65625","-105.65625","-105.65625"
"238","-200","-200","-200","-200","-200","-200","-99.1796875","-99.1796875","-99.1796875","-200","-200","-200","-191.1796875","-191.1796875","-191.1796875","-200","-200","-200","-87.3984375","-87.3984375","-87.3984375","-170.09375","-170.09375","-170.09375","-200","-200","-200","-106.25","-106.25","-106.25"
"239","-200","-200","-200","-200","-200","-200","-99.0078125","-99.0078125","-99.0078125","-200","-200","-200","-190.609375","-190.609375","-190.609375","-200","-200","-200","-89.0390625","-89.0390625","-89.0390625","-180.7421875","-180.7421875","-180.7421875","-200","-200","-200","-105.953125","-105.953125","-105.953125"
"240","-200","-200","-200","-200","-200","-200","-93.203125","-93.203125","-93.203125","-200","-200","-200","-192.8203125","-192.8203125","-192.8203125","-200","-200","-200","-91.1015625","-91.1015625","-91.1015625","-176.6875","-176.6875","-176.6875","-200","-200","-200","-106.40625","-106.40625","-106.40625"
"241","-200","-200","-200","-200","-200","-200","-96.984375","-96.984375","-96.984375","-200","-200","-200","-198.125","-198.125","-198.125","-200","-200","-200","-85.9921875","-85.9921875","-85.9921875","-194.828125","-194.828125","-194.828125","-200","-200","-200","-102.0390625","-102.0390625","-102.0390625"
"242","-200","-200","-200","-200","-200","-200","-99.140625","-99.140625","-99.140625","-200","-200","-200","-196.296875","-196.296875","-196.296875","-200","-200","-200","-86.8515625","-86.8515625","-86.8515625","-179.0234375","-179.0234375","-179.0234375","-200","-200","-200","-109.0234375","-109.0234375","-109.0234375"
"243","-200","-200","-200","-200","-200","-200","-95.171875","-95.171875","-95.171875","-200","-200","-200","-191.9140625","-191.9140625","-191.9140625","-200","-200","-200","-86.46875","-86.46875","-86.46875","-170.8515625","-170.8515625","-170.8515625","-200","-200","-200","-110.1875","-110.1875","-110.1875"
"244","-200","-200","-200","-200","-200","-200","-102.078125","-102.078125","-102.078125","-200","-200","-200","-197.1015625","-197.1015625","-197.1015625","-200","-200","-200","-85.953125","-85.953125","-85.953125","-147.3828125","-147.3828125","-147.3828125","-200","-200","-200","-105.3671875","-105.3671875","-105.3671875"
"245","-200","-200","-200","-200","-200","-200","-110.921875","-110.921875","-110.921875","-181.5703125","-181.5703125","-181.5703125","-198.453125","-198.453125","-198.453125","-200","-200","-200","-86.203125","-86.203125","-86.203125","-134.015625","-134.015625","-134.015625","-200","-200","-200","-111.3828125","-111.3828125","-111.3828125"
"246","-200","-200","-200","-200","-200","-200","-96.8203125","-96.8203125","-96.8203125","-176.7578125","-176.7578125","-176.7578125","-200","-200","-200","-200","-200","-200","-84.328125","-84.328125","-84.328125","-147.8125","-147.8125","-147.8125","-200","-200","-200","-107.6484375","-107.6484375","-107.6484375"
"247","-200","-200","-200","-200","-200","-200","-96.75","-96.75","-96.75","-199.0390625","-199.0390625","-199.0390625","-200","-200","-200","-200","-200","-200","-91.2890625","-91.2890625","-91.2890625","-145.09375","-145.09375","-145.09375","-200","-200","-200","-113.5546875","-113.5546875","-113.5546875"
"248","-200","-200","-200","-200","-200","-200","-98.0078125","-98.0078125","-98.0078125","-199.1640625","-199.1640625","-199.1640625","-197.375","-197.375","-197.375","-200","-200","-200","-84.109375","-84.109375","-84.109375","-152.7578125","-152.7578125","-152.7578125","-200","-200","-200","-115.921875","-115.921875","-115.921875"
"249","-200","-200","-200","-200","-200","-200","-100.1015625","-100.1015625","-100.1015625","-200","-200","-200","-195.5859375","-195.5859375","-195.5859375","-200","-200","-200","-85.734375","-85.734375","-85.734375","-169","-169","-169","-200","-200","-200","-111.359375","-111.359375","-111.359375"
"250","-200","-200","-200","-200","-200","-200","-98.9140625","-98.9140625","-98.9140625","-200","-200","-200","-197.53125","-197.53125","-197.53125","-200","-200","-200","-83.7734375","-83.7734375","-83.7734375","-180.296875","-180.296875","-180.296875","-200","-200","-200","-120.546875","-120.546875","-120.546875"
"251","-200","-200","-200","-200","-200","-200","-97.546875","-97.546875","-97.546875","-200","-200","-200","-198.4765625","-198.4765625","-198.4765625","-200","-200","-200","-86.640625","-86.640625","-86.640625","-193.5390625","-193.5390625","-193.5390625","-200","-200","-200","-111.203125","-111.203125","-111.203125"
"252","-200","-200","-200","-200","-200","-200","-94.03125","-94.03125","-94.03125","-200","-200","-200","-183.484375","-183.484375","-183.484375","-200","-200","-200","-81.140625","-81.140625","-81.140625","-169.3046875","-169.3046875","-169.3046875","-200","-200","-200","-113.7890625","-113.7890625","-113.7890625"
"253","-200","-200","-200","-200","-200","-200","-93.5","-93.5","-93.5","-200","-200","-200","-163.578125","-163.578125","-163.578125","-200","-200","-200","-86.1640625","-86.1640625","-86.1640625","-196.4296875","-196.4296875","-196.4296875","-200","-200","-200","-117.7421875","-117.7421875","-117.7421875"
"254","-200","-200","-200","-200","-200","-200","-97.8125","-97.8125","-97.8125","-200","-200","-200","-187.6875","-187.6875","-187.6875","-200","-200","-200","-85.3125","-85.3125","-85.3125","-195.0546875","-195.0546875","-195.0546875","-200","-200","-200","-117.0859375","-117.0859375","-117.0859375"
"255","-200","-200","-200","-200","-200","-200","-101.671875","-101.671875","-101.671875","-200","-200","-200","-185.3828125","-185.3828125","-185.3828125","-200","-200","-200","-83.9296875","-83.9296875","-83.9296875","-200","-200","-200","-200","-200","-200","-110.9765625","-110.9765625","-110.9765625"
"256","-200","-200","-200","-200","-200","-200","-101.0078125","-101.0078125","-101.0078125","-200","-200","-200","-190.03125","-190.03125","-190.03125","-200","-200","-200","-85.4296875","-85.4296875","-85.4296875","-200","-200","-200","-200","-200","-200","-109.15625","-109.15625","-109.15625"
"257","-200","-200","-200","-200","-200","-200","-93.875","-93.875","-93.875","-200","-200","-200","-192.5859375","-192.5859375","-192.5859375","-200","-200","-200","-87.7734375","-87.7734375","-87.7734375","-200","-200","-200","-200","-200","-200","-105.8046875","-105.8046875","-105.8046875"
"258","-200","-200","-200","-200","-200","-200","-99.0234375","-99.0234375","-99.0234375","-200","-200","-200","-191.5859375","-191.5859375","-191.5859375","-200","-200","-200","-85.65625","-85.65625","-85.65625","-200","-200","-200","-200","-200","-200","-106.640625","-106.640625","-106.640625"
"259","-200","-200","-200","-200","-200","-200","-96.0703125","-96.0703125","-96.0703125","-200","-200","-200","-193.90625","-193.90625","-193.90625","-200","-200","-200","-87.0859375","-87.0859375","-87.0859375","-200","-200","-200","-200","-200","-200","-113.6953125","-113.6953125","-113.6953125"
"260","-200","-200","-200","-200","-200","-200","-95.3984375","-95.3984375","-95.3984375","-200","-200","-200","-182.359375","-182.359375","-182.359375","-200","-200","-200","-88.3671875","-88.3671875","-88.3671875","-200","-200","-200","-200","-200","-200","-106.59375","-106.59375","-106.59375"
"261","-200","-200","-200","-200","-200","-200","-95.8828125","-95.8828125","-95.8828125","-200","-200","-200","-175.515625","-175.515625","-175.515625","-200","-200","-200","-85.8203125","-85.8203125","-85.8203125","-200","-200","-200","-200","-200","-200","-110.2265625","-110.2265625","-110.2265625"
"262","-200","-200","-200","-200","-200","-200","-96.65625","-96.65625","-96.65625","-177.6875","-177.6875","-177.6875","-181.265625","-181.265625","-181.265625","-200","-200","-200","-84.4609375","-84.4609375","-84.4609375","-200","-200","-200","-200","-200","-200","-115.7421875","-115.7421875","-115.7421875"
"263","-200","-200","-200","-200","-200","-200","-101.7265625","-101.7265625","-101.7265625","-172.4453125","-172.4453125","-172.4453125","-181.5234375","-181.5234375","-181.5234375","-200","-200","-200","-84.296875","-84.296875","-84.296875","-200","-200","-200","-200","-200","-200","-112.5703125","-112.5703125","-112.5703125"
"264","-200","-200","-200","-200","-200","-200","-101.765625","-101.765625","-101.765625","-184.4921875","-184.4921875","-184.4921875","-171.4453125","-171.4453125","-171.4453125","-200","-200","-200","-84.9765625","-84.9765625","-84.9765625","-200","-200","-200","-200","-200","-200","-113.484375","-113.484375","-113.484375"
"265","-200","-200","-200","-200","-200","-200","-96.4375","-96.4375","-96.4375","-191.984375","-191.984375","-191.984375","-168.140625","-168.140625","-168.140625","-200","-200","-200","-85.7265625","-85.7265625","-85.7265625","-200","-200","-200","-200","-200","-200","-109.0703125","-109.0703125","-109.0703125"
"266","-200","-200","-200","-200","-200","-200","-100.5625","-100.5625","-100.5625","-184.046875","-184.046875","-184.046875","-184.1796875","-184.1796875","-184.1796875","-200","-200","-200","-85.890625","-85.890625","-85.890625","-200","-200","-200","-200","-200","-200","-111.6328125","-111.6328125","-111.6328125"
"267","-200","-200","-200","-200","-200","-200","-95.765625","-95.765625","-95.765625","-167.5625","-167.5625","-167.5625","-192.2890625","-192.2890625","-192.2890625","-200","-200","-200","-85.0390625","-85.0390625","-85.0390625","-200","-200","-200","-200","-200","-200","-120.28125","-120.28125","-120.28125"
"268","-200","-200","-200","-200","-200","-200","-99.125","-99.125","-99.125","-160.546875","-160.546875","-160.546875","-192.421875","-192.421875","-192.421875","-200","-200","-200","-85.265625","-85.265625","-85.265625","-200","-200","-200","-200","-200","-200","-110.984375","-110.984375","-110.984375"
"269","-200","-200","-200","-200","-200","-200","-94.625","-94.625","-94.625","-195.765625","-195.765625","-195.765625","-200","-200","-200","-200","-200","-200","-87.3984375","-87.3984375","-87.3984375","-200","-200","-200","-200","-200","-200","-125.7109375","-125.7109375","-125.7109375"
"270","-200","-200","-200","-200","-200","-200","-98.0078125","-98.0078125","-98.0078125","-198.921875","-198.921875","-198.921875","-198.296875","-198.296875","-198.296875","-200","-200","-200","-90.7890625","-90.7890625","-90.7890625","-200","-200","-200","-200","-200","-200","-109","-109","-109"
"271","-200","-200","-200","-200","-200","-200","-95.3671875","-95.3671875","-95.3671875","-194.09375","-194.09375","-194.09375","-200","-200","-200","-200","-200","-200","-85.9921875","-85.9921875","-85.9921875","-200","-200","-200","-200","-200","-200","-111.6015625","-111.6015625","-111.6015625"
"272","-200","-200","-200","-200","-200","-200","-100.53125","-100.53125","-100.53125","-142.9296875","-142.9296875","-142.9296875","-186.8671875","-186.8671875","-186.8671875","-200","-200","-200","-86.0703125","-86.0703125","-86.0703125","-200","-200","-200","-200","-200","-200","-116.1328125","-116.1328125","-116.1328125"
"273","-200","-200","-200","-200","-200","-200","-104.296875","-104.296875","-104.296875","-159.5625","-159.5625","-159.5625","-188.5078125","-188.5078125","-188.5078125","-200","-200","-200","-86.859375","-86.859375","-86.859375","-200","-200","-200","-200","-200","-200","-126.1484375","-126.1484375","-126.1484375"
"274","-200","-200","-200","-200","-200","-200","-98.6640625","-98.6640625","-98.6640625","-141.9765625","-141.9765625","-141.9765625","-190.1015625","-190.1015625","-190.1015625","-200","-200","-200","-88.2109375","-88.2109375","-88.2109375","-200","-200","-200","-200","-200","-200","-114.859375","-114.859375","-114.859375"
"275","-200","-200","-200","-200","-200","-200","-91.21875","-91.21875","-91.21875","-166.3984375","-166.3984375","-166.3984375","-183.5859375","-183.5859375","-183.5859375","-200","-200","-200","-85.109375","-85.109375","-85.109375","-200","-200","-200","-200","-200","-200","-131.515625","-131.515625","-131.515625"
"276","-200","-200","-200","-200","-200","-200","-96.8828125","-96.8828125","-96.8828125","-200","-200","-200","-186.2734375","-186.2734375","-186.2734375","-200","-200","-200","-86.46875","-86.46875","-86.46875","-200","-200","-200","-200","-200","-200","-117.3046875","-117.3046875","-117.3046875"
"277","-200","-200","-200","-200","-200","-200","-101.7265625","-101.7265625","-101.7265625","-200","-200","-200","-188.71875","-188.71875","-188.71875","-200","-200","-200","-84.6875","-84.6875","-84.6875","-200","-200","-200","-200","-200","-200","-132.375","-132.375","-132.375"
"278","-200","-200","-200","-200","-200","-200","-96.28125","-96.28125","-96.28125","-200","-200","-200","-185.234375","-185.234375","-185.234375","-200","-200","-200","-87.484375","-87.484375","-87.484375","-200","-200","-200","-200","-200","-200","-134.0390625","-134.0390625","-134.0390625"
"279","-200","-200","-200","-200","-200","-200","-96.7109375","-96.7109375","-96.7109375","-198.5703125","-198.5703125","-198.5703125","-192.2265625","-192.2265625","-192.2265625","-200","-200","-200","-87.9375","-87.9375","-87.9375","-200","-200","-200","-200","-200","-200","-135.8125","-135.8125","-135.8125"
"280","-200","-200","-200","-200","-200","-200","-101.4453125","-101.4453125","-101.4453125","-195.84375","-195.84375","-195.84375","-174.21875","-174.21875","-174.21875","-200","-200","-200","-86.6796875","-86.6796875","-86.6796875","-200","-200","-200","-200","-200","-200","-136.1640625","-136.1640625","-136.1640625"
"281","-200","-200","-200","-200","-200","-200","-109.6171875","-109.6171875","-109.6171875","-200","-200","-200","-187.2890625","-187.2890625","-187.2890625","-200","-200","-200","-85.8359375","-85.8359375","-85.8359375","-199.09375","-199.09375","-199.09375","-200","-200","-200","-139.1796875","-139.1796875","-139.1796875"
"282","-200","-200","-200","-200","-200","-200","-96.875","-96.875","-96.875","-200","-200","-200","-198.3671875","-198.3671875","-198.3671875","-200","-200","-200","-84.296875","-84.296875","-84.296875","-200","-200","-200","-200","-200","-200","-143.8828125","-143.8828125","-143.8828125"
"283","-200","-200","-200","-200","-200","-200","-103.8828125","-103.8828125","-103.8828125","-200","-200","-200","-195.9375","-195.9375","-195.9375","-200","-200","-200","-89.2109375","-89.2109375","-89.2109375","-200","-200","-200","-200","-200","-200","-136.09375","-136.09375","-136.09375"
"284","-200","-200","-200","-200","-200","-200","-94.2890625","-94.2890625","-94.2890625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-89.28125","-89.28125","-89.28125","-200","-200","-200","-200","-200","-200","-138.28125","-138.28125","-138.28125"
"285","-200","-200","-200","-200","-200","-200","-88.375","-88.375","-88.375","-195.34375","-195.34375","-195.34375","-200","-200","-200","-200","-200","-200","-89.921875","-89.921875","-89.921875","-200","-200","-200","-200","-200","-200","-148.3359375","-148.3359375","-148.3359375"
"286","-200","-200","-200","-200","-200","-200","-88.2265625","-88.2265625","-88.2265625","-191.40625","-191.40625","-191.40625","-199.1484375","-199.1484375","-199.1484375","-200","-200","-200","-88.828125","-88.828125","-88.828125","-200","-200","-200","-200","-200","-200","-143.546875","-143.546875","-143.546875"
"287","-200","-200","-200","-200","-200","-200","-88.4296875","-88.4296875","-88.4296875","-200","-200","-200","-195.4921875","-195.4921875","-195.4921875","-200","-200","-200","-90.8671875","-90.8671875","-90.8671875","-200","-200","-200","-200","-200","-200","-141.0234375","-141.0234375","-141.0234375"
"288","-200","-200","-200","-200","-200","-200","-88.4609375","-88.4609375","-88.4609375","-189.21875","-189.21875","-189.21875","-191.546875","-191.546875","-191.546875","-200","-200","-200","-87.28125","-87.28125","-87.28125","-200","-200","-200","-200","-200","-200","-142.40625","-142.40625","-142.40625"
"289","-200","-200","-200","-200","-200","-200","-88.9296875","-88.9296875","-88.9296875","-200","-200","-200","-193.1171875","-193.1171875","-193.1171875","-200","-200","-200","-85.625","-85.625","-85.625","-200","-200","-200","-200","-200","-200","-145.7890625","-145.7890625","-145.7890625"
"290","-200","-200","-200","-200","-200","-200","-90.625","-90.625","-90.625","-200","-200","-200","-175.3515625","-175.3515625","-175.3515625","-200","-200","-200","-89.4609375","-89.4609375","-89.4609375","-200","-200","-200","-200","-200","-200","-146.7265625","-146.7265625","-146.7265625"
"291","-200","-200","-200","-200","-200","-200","-89.9921875","-89.9921875","-89.9921875","-200","-200","-200","-186.3984375","-186.3984375","-186.3984375","-200","-200","-200","-88.9765625","-88.9765625","-88.9765625","-200","-200","-200","-200","-200","-200","-154.6015625","-154.6015625","-154.6015625"
"292","-200","-200","-200","-200","-200","-200","-92.15625","-92.15625","-92.15625","-178.65625","-178.65625","-178.65625","-191.859375","-191.859375","-191.859375","-200","-200","-200","-86.765625","-86.765625","-86.765625","-200","-200","-200","-200","-200","-200","-146.640625","-146.640625","-146.640625"
"293","-200","-200","-200","-200","-200","-200","-89.2578125","-89.2578125","-89.2578125","-199.953125","-199.953125","-199.953125","-178.4765625","-178.4765625","-178.4765625","-200","-200","-200","-89.90625","-89.90625","-89.90625","-200","-200","-200","-200","-200","-200","-126.0859375","-126.0859375","-126.0859375"
"294","-200","-200","-200","-200","-200","-200","-86.0859375","-86.0859375","-86.0859375","-199.5","-199.5","-199.5","-169.96875","-169.96875","-169.96875","-200","-200","-200","-88.9921875","-88.9921875","-88.9921875","-200","-200","-200","-200","-200","-200","-129.15625","-129.15625","-129.15625"
"295","-200","-200","-200","-200","-200","-200","-90.2265625","-90.2265625","-90.2265625","-197.7578125","-197.7578125","-197.7578125","-178","-178","-178","-200","-200","-200","-86.2421875","-86.2421875","-86.2421875","-200","-200","-200","-200","-200","-200","-130.3125","-130.3125","-130.3125"
"296","-200","-200","-200","-200","-200","-200","-91.25","-91.25","-91.25","-200","-200","-200","-167.6953125","-167.6953125","-167.6953125","-200","-200","-200","-86.1015625","-86.1015625","-86.1015625","-200","-200","-200","-200","-200","-200","-124.578125","-124.578125","-124.578125"
"297","-200","-200","-200","-200","-200","-200","-87.6015625","-87.6015625","-87.6015625","-200","-200","-200","-156.6171875","-156.6171875","-156.6171875","-200","-200","-200","-87.296875","-87.296875","-87.296875","-200","-200","-200","-200","-200","-200","-140.3828125","-140.3828125","-140.3828125"
"298","-200","-200","-200","-200","-200","-200","-91.4375","-91.4375","-91.4375","-198.21875","-198.21875","-198.21875","-164.7421875","-164.7421875","-164.7421875","-200","-200","-200","-87.25","-87.25","-87.25","-200","-200","-200","-200","-200","-200","-132.8515625","-132.8515625","-132.8515625"
"299","-200","-200","-200","-200","-200","-200","-88.7109375","-88.7109375","-88.7109375","-196.734375","-196.734375","-196.734375","-166.46875","-166.46875","-166.46875","-200","-200","-200","-89.5625","-89.5625","-89.5625","-200","-200","-200","-200","-200","-200","-135.1484375","-135.1484375","-135.1484375"
"300","-200","-200","-200","-200","-200","-200","-89.5390625","-89.5390625","-89.5390625","-200","-200","-200","-156.59375","-156.59375","-156.59375","-200","-200","-200","-85.4296875","-85.4296875","-85.4296875","-200","-200","-200","-200","-200","-200","-131.6328125","-131.6328125","-131.6328125"
"301","-182.609375","-182.609375","-182.609375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-151.1171875","-151.1171875","-151.1171875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"302","-165.8046875","-165.8046875","-165.8046875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-155.8984375","-155.8984375","-155.8984375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"303","-185.828125","-185.828125","-185.828125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-164.4921875","-164.4921875","-164.4921875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"304","-171.2734375","-171.2734375","-171.2734375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-168.765625","-168.765625","-168.765625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"305","-180.9375","-180.9375","-180.9375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-153.21875","-153.21875","-153.21875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"306","-168.828125","-168.828125","-168.828125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-152.4375","-152.4375","-152.4375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"307","-175.3046875","-175.3046875","-175.3046875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-157.1640625","-157.1640625","-157.1640625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"308","-169.6953125","-169.6953125","-169.6953125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-146.78125","-146.78125","-146.78125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"309","-171.703125","-171.703125","-171.703125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-149.7578125","-149.7578125","-149.7578125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"310","-169.3046875","-169.3046875","-169.3046875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-145.015625","-145.015625","-145.015625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"311","-165.9296875","-165.9296875","-165.9296875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-149.140625","-149.140625","-149.140625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"312","-170.75","-170.75","-170.75","-200","-200","-200","-200","-200","-200","-200","-200","-200","-153.9921875","-153.9921875","-153.9921875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"313","-168.9921875","-168.9921875","-168.9921875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-169.03125","-169.03125","-169.03125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"314","-141.2578125","-141.2578125","-141.2578125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-149.296875","-149.296875","-149.296875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"315","-141.875","-141.875","-141.875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-157.34375","-157.34375","-157.34375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"316","-138.65625","-138.65625","-138.65625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-162.71875","-162.71875","-162.71875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"317","-143.046875","-143.046875","-143.046875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-165.9921875","-165.9921875","-165.9921875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"318","-141.640625","-141.640625","-141.640625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-174.1015625","-174.1015625","-174.1015625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"319","-159.6953125","-159.6953125","-159.6953125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-166.6171875","-166.6171875","-166.6171875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"320","-162.8359375","-162.8359375","-162.8359375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-154.3984375","-154.3984375","-154.3984375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"321","-155.9609375","-155.9609375","-155.9609375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-148.6484375","-148.6484375","-148.6484375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"322","-151.6328125","-151.6328125","-151.6328125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-150.0390625","-150.0390625","-150.0390625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
