eval_video/len_s/h1_thrust_over_ball,_step,eval_avg/solve_rate_s/h3_point_the_thruster,timing/num_updates,eval_video/return_s/h0_weak_thrust,eval_avg/solve_rate_s/h6_unicycle_right,eval_video/len_s/h9_explode_then_thrust_over,media/eval_video_s/h2_one_wheel_car,media/eval_video_s/h5_rotate_fall,eval_avg/return_s/h9_explode_then_thrust_over,media/eval_video_s/h7_unicycle_left,eval_video/len_s/h8_unicycle_balance,eval_avg/return_s/h4_thrust_aim,episode_length,_timestamp,eval_avg/solve_rate_s/h2_one_wheel_car,eval_video/len_s/h3_point_the_thruster,eval_avg/solve_rate_s/h5_rotate_fall,media/eval_video_s/h8_unicycle_balance,eval_video/len_s/h5_rotate_fall,eval/mean_eval_eplen,eval_avg/solve_rate_s/h8_unicycle_balance,eval_video/return_s/h2_one_wheel_car,media/eval_video_s/h1_thrust_over_ball,timing/sps_agg,eval/mean_eval_return,eval_avg/return_s/h7_unicycle_left,num_completed_episodes,eval_avg/return_s/h1_thrust_over_ball,eval_video/len_s/h4_thrust_aim,eval_video/len_s/h6_unicycle_right,eval_video/return_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h7_unicycle_left,media/eval_video_s/h9_explode_then_thrust_over,eval_avg/return_s/h5_rotate_fall,media/eval_video_s/h0_weak_thrust,episode_solved,eval_video/return_s/h9_explode_then_thrust_over,eval_video/return_s/h8_unicycle_balance,eval_avg/solve_rate_s/h0_weak_thrust,episode_return,eval_video/return_s/h6_unicycle_right,eval_avg/return_s/h3_point_the_thruster,eval_video/len_s/h2_one_wheel_car,eval_video/return_s/h4_thrust_aim,media/eval_video_s/h6_unicycle_right,eval_avg/solve_rate_s/h4_thrust_aim,eval_avg/return_s/h2_one_wheel_car,eval_video/len_s/h0_weak_thrust,eval_video/return_s/h5_rotate_fall,eval_avg/return_s/h8_unicycle_balance,_runtime,eval/mean_eval_solve,media/eval_video_s/h3_point_the_thruster,eval_avg/return_s/h6_unicycle_right,eval_avg/return_s/h0_weak_thrust,eval_video/return_s/h7_unicycle_left,timing/sps,timing/num_env_steps,eval_avg/solve_rate_s/h1_thrust_over_ball,media/eval_video_s/h4_thrust_aim,eval_video/return_s/h3_point_the_thruster,eval_video/len_s/h7_unicycle_left,eval_avg/solve_rate_s/h9_explode_then_thrust_over
,10,,10,,,,,,,,,,253.0592041015625,1763167198.3515131,,,,,,,,,,29900.548216280353,,,6976,,,,,,,,,0.01161123812198639,,,,0.024307072162628174,,,,,,,,,,,704.030658953,,,,,,41745.115968912396,20480000.0,,,,,
,11,,11,,,,,,,,,,252.98927307128906,1763167247.4935746,,,,,,,,,,30688.74852817116,,,8298,,,,,,,,,0.012171607464551926,,,,0.024304896593093872,,,,,,,,,,,753.174578989,,,,,,41674.43402849503,22528000.0,,,,,
,12,,12,,,,,,,,,,253.1856231689453,1763167296.5495994,,,,,,,,,,31381.56024464001,,,8291,,,,,,,,,0.011216982267796993,,,,0.022958697751164436,,,,,,,,,,,802.228764706,,,,,,41749.10440198813,24576000.0,,,,,
,13,,13,,,,,,,,,,253.83248901367188,1763167345.6745048,,,,,,,,,,31989.959099553296,,,8268,,,,,,,,,0.00882922112941742,,,,0.020953655242919922,,,,,,,,,,,851.354142996,,,,,,41688.64461346458,26624000.0,,,,,
,14,,14,,,,,,,,,,253.1012725830078,1763167394.736406,,,,,,,,,,32532.908222030946,,,8294,,,,,,,,,0.011574632488191128,,,,0.02460012584924698,,,,,,,,,,,900.418612501,,,,,,41743.23137582394,28672000.0,,,,,
,15,,15,,,,,,,,,,253.38182067871094,1763167443.7840738,,,,,,,,,,33019.108965012994,,,8284,,,,,,,,,0.010622887872159481,,,,0.024511681869626045,,,,,,,,,,,949.464125323,,,,,,41755.56079418729,30720000.0,,,,,
,16,,16,,,,,,,,,,253.21109008789062,1763167492.9069617,,,,,,,,,,33454.01563116851,,,8290,,,,,,,,,0.011338962242007256,,,,0.02452520653605461,,,,,,,,,,,998.587230849,,,,,,41690.906507279804,32768000.0,,,,,
,17,,17,,,,,,,,,,252.7837371826172,1763167541.9585814,,,,,,,,,,33849.77884170271,,,8286,,,,,,,,,0.012913348153233528,,,,0.025189612060785294,,,,,,,,,,,1047.638516411,,,,,,41752.791205066766,34816000.0,,,,,
,18,,18,,,,,,,,,,253.18174743652344,1763167591.0016983,,,,,,,,,,34209.753897174436,,,8198,,,,,,,,,0.01158819254487753,,,,0.025831537321209908,,,,,,,,,,,1096.682162151,,,,,,41759.2546249784,36864000.0,,,,,
,19,,19,,,,,,,,,,252.98912048339844,1763167640.1526544,,,,,,,,,,34535.06385719259,,,7908,,,,,,,,,0.012266059406101704,,,,0.027002450078725815,,,,,,,,,,,1145.831554159,,,,,,41667.09316503127,38912000.0,,,,,
,20,,20,,,,,,,,,,253.11611938476562,1763167689.1832213,,,,,,,,,,34836.74167263856,,,7518,,,,,,,,,0.011572226881980896,,,,0.023042764514684677,,,,,,,,,,,1194.86289274,,,,,,41769.307215462555,40960000.0,,,,,
,21,,21,,,,,,,,,,253.29310607910156,1763167738.2227514,,,,,,,,,,35114.05994817353,,,7492,,,,,,,,,0.010945008136332035,,,,0.02407907322049141,,,,,,,,,,,1243.902593287,,,,,,41763.18626735856,43008000.0,,,,,
,22,,22,,,,,,,,,,252.73733520507812,1763167787.292289,,,,,,,,,,35369.133033218124,,,8307,,,,,,,,,0.01348260510712862,,,,0.027700379490852356,,,,,,,,,,,1292.970414469,,,,,,41735.7912283448,45056000.0,,,,,
,23,,23,,,,,,,,,,252.42955017089844,1763167836.4021184,,,,,,,,,,35604.23035699618,,,8318,,,,,,,,,0.014186101965606213,,,,0.028904104605317116,,,,,,,,,,,1342.077152805,,,,,,41702.523343747765,47104000.0,,,,,
,24,,24,,,,,,,,,,253.21351623535156,1763167885.4392104,,,,,,,,,,35824.3954731505,,,8290,,,,,,,,,0.010856453329324722,,,,0.023103201761841774,,,,,,,,,,,1391.117822904,,,,,,41764.30772816087,49152000.0,,,,,
,25,,25,,,,,,,,,,253.182373046875,1763167934.4915705,,,,,,,,,,36028.99945194366,,,8291,,,,,,,,,0.011096369475126266,,,,0.022633494809269905,,,,,,,,,,,1440.172960867,,,,,,41751.99912062524,51200000.0,,,,,
,26,,26,,,,,,,,,,253.15528869628906,1763167983.5551915,,,,,,,,,,36219.65968472569,,,8288,,,,,,,,,0.01146235503256321,,,,0.023246945813298225,,,,,,,,,,,1489.234367333,,,,,,41741.9708829119,53248000.0,,,,,
,27,,27,,,,,,,,,,253.4352569580078,1763168032.6756384,,,,,,,,,,36396.6100409128,,,8271,,,,,,,,,0.01039777509868145,,,,0.024263544008135796,,,,,,,,,,,1538.359690719,,,,,,41692.4917395333,55296000.0,,,,,
,28,,28,,,,,,,,,,253.29708862304688,1763168081.717727,,,,,,,,,,36564.32295995937,,,8193,,,,,,,,,0.01110704243183136,,,,0.024026889353990555,,,,,,,,,,,1587.397243693,,,,,,41759.83178797768,57344000.0,,,,,
,29,,29,,,,,,,,,,253.48248291015625,1763168130.7661488,,,,,,,,,,36721.73046377429,,,8052,,,,,,,,,0.010059612803161144,,,,0.02318718098104,,,,,,,,,,,1636.450624281,,,,,,41754.79214867631,59392000.0,,,,,
,30,,30,,,,,,,,,,252.9230499267578,1763168179.8258874,,,,,,,,,,36869.62901819141,,,7745,,,,,,,,,0.012395093217492104,,,,0.025916071608662605,,,,,,,,,,,1685.506541122,,,,,,41745.45233291547,61440000.0,,,,,
,31,,31,,,,,,,,,,252.79554748535156,1763168228.8575048,,,,,,,,,,37009.65885234044,,,7581,,,,,,,,,0.01226751133799553,,,,0.026067374274134636,,,,,,,,,,,1734.537523788,,,,,,41768.75639680125,63488000.0,,,,,
,32,,32,,,,,,,,,,253.61581420898438,1763168277.9184775,,,,,,,,,,37141.29714608011,,,7819,,,,,,,,,0.009336232207715511,,,,0.02259398065507412,,,,,,,,,,,1783.596146258,,,,,,41744.11887828101,65536000.0,,,,,
,33,,33,,,,,,,,,,253.18357849121094,1763168326.981562,,,,,,,,,,37265.753817966186,,,8291,,,,,,,,,0.011578820645809174,,,,0.024081498384475708,,,,,,,,,,,1832.660824204,,,,,,41741.658104216294,67584000.0,,,,,
,34,,34,,,,,,,,,,253.2414093017578,1763168376.0477173,,,,,,,,,,37383.60957340168,,,8289,,,,,,,,,0.010737121105194092,,,,0.02353547140955925,,,,,,,,,,,1881.727563397,,,,,,41739.781327653625,69632000.0,,,,,
,35,,35,,,,,,,,,,253.4085235595703,1763168425.095632,,,,,,,,,,37495.769079706835,,,8281,,,,,,,,,0.010747494176030159,,,,0.024490032345056534,,,,,,,,,,,1930.777539478,,,,,,41755.120955808925,71680000.0,,,,,
,36,,36,,,,,,,,,,253.4643096923828,1763168474.158776,,,,,,,,,,37602.0429668947,,,8279,,,,,,,,,0.009904577396810055,,,,0.02226969413459301,,,,,,,,,,,1979.837196533,,,,,,41742.95002006617,73728000.0,,,,,
,37,,37,,,,,,,,,,252.86866760253906,1763168523.302811,,,,,,,,,,37701.58443153563,,,8284,,,,,,,,,0.012675036676228046,,,,0.026245636865496635,,,,,,,,,,,2028.98198221,,,,,,41673.04566833457,75776000.0,,,,,
,38,,38,,,,,,,,,,252.96661376953125,1763168572.3629794,,,,,,,,,,37797.924736164896,,,8237,,,,,,,,,0.01238314900547266,,,,0.025613468140363693,,,,,,,,,,,2078.045489123,,,,,,41744.791173834026,77824000.0,,,,,
,39,,39,,,,,,,,,,253.2982940673828,1763168621.4305432,,,,,,,,,,37889.62909670267,,,8113,,,,,,,,,0.01121656596660614,,,,0.024127183482050896,,,,,,,,,,,2127.110403358,,,,,,41737.61289035223,79872000.0,,,,,
,40,,40,,,,,,,,,,253.936767578125,1763168670.489144,,,,,,,,,,37977.35287362214,,,7654,,,,,,,,,0.008361641317605972,,,,0.019876528531312943,,,,,,,,,,,2176.166000175,,,,,,41746.86783963169,81920000.0,,,,,
,41,,41,,,,,,,,,,253.24884033203125,1763168719.617817,,,,,,,,,,38059.93797313688,,,7370,,,,,,,,,0.01112618762999773,,,,0.02313726395368576,,,,,,,,,,,2225.297994681,,,,,,41685.92678073748,83968000.0,,,,,
,42,,42,,,,,,,,,,252.99737548828125,1763168768.657804,,,,,,,,,,38140.427112257064,,,8014,,,,,,,,,0.011729473248124123,,,,0.023788638412952423,,,,,,,,,,,2274.340062485,,,,,,41761.425920762835,86016000.0,,,,,
,43,,43,,,,,,,,,,253.09922790527344,1763168817.7062378,,,,,,,,,,38217.365602899416,,,8294,,,,,,,,,0.011454063467681408,,,,0.02529294043779373,,,,,,,,,,,2323.38646366,,,,,,41755.02616951785,88064000.0,,,,,
,44,,44,,,,,,,,,,252.9580535888672,1763168866.7649114,,,,,,,,,,38290.91833994621,,,8297,,,,,,,,,0.011570447124540806,,,,0.022933410480618477,,,,,,,,,,,2372.444395903,,,,,,41745.679959881854,90112000.0,,,,,
,45,,45,,,,,,,,,,253.10189819335938,1763168915.8021615,,,,,,,,,,38361.81127462965,,,8293,,,,,,,,,0.011576027609407902,,,,0.024805447086691856,,,,,,,,,,,2421.481143007,,,,,,41764.03014932801,92160000.0,,,,,
,46,,46,,,,,,,,,,253.21331787109375,1763168964.854859,,,,,,,,,,38429.63527439608,,,8288,,,,,,,,,0.011100386269390583,,,,0.023929651826620102,,,,,,,,,,,2470.534211369,,,,,,41751.39153125337,94208000.0,,,,,
,47,,47,,,,,,,,,,253.1257781982422,1763169014.0012076,,,,,,,,,,38493.37652165746,,,8284,,,,,,,,,0.011830033734440804,,,,0.023881619796156883,,,,,,,,,,,2519.676622345,,,,,,41672.93022854346,96256000.0,,,,,
,48,,48,,,,,,,,,,253.33543395996094,1763169063.0473387,,,,,,,,,,38556.11777326844,,,8228,,,,,,,,,0.010816723108291626,,,,0.025284450501203537,,,,,,,,,,,2568.727679393,,,,,,41754.80270289889,98304000.0,,,,,
,49,,49,,,,,,,,,,253.6428680419922,1763169112.0996797,,,,,,,,,,38616.44115693191,,,8000,,,,,,,,,0.00937500037252903,,,,0.02247883565723896,,,,,,,,,,,2617.78074897,,,,,,41751.96847691684,100352000.0,,,,,
