"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_20_trial_0_contcorrect_True - current_best_fitness__MAX"
"17","-79.84375","-79.84375","-79.84375","-81.265625","-81.265625","-81.265625","-81.0546875","-81.0546875","-81.0546875","-188.65625","-188.65625","-188.65625","-127.5546875","-127.5546875","-127.5546875","-186.03125","-186.03125","-186.03125","-82.328125","-82.328125","-82.328125","-86.203125","-86.203125","-86.203125","-80.7421875","-80.7421875","-80.7421875","-79.4921875","-79.4921875","-79.4921875"
"18","-79.234375","-79.234375","-79.234375","-79.3125","-79.3125","-79.3125","-83.8359375","-83.8359375","-83.8359375","-182.046875","-182.046875","-182.046875","-122.796875","-122.796875","-122.796875","-182.5078125","-182.5078125","-182.5078125","-82.78125","-82.78125","-82.78125","-84.6796875","-84.6796875","-84.6796875","-79.3046875","-79.3046875","-79.3046875","-82.03125","-82.03125","-82.03125"
"19","-80.2890625","-80.2890625","-80.2890625","-79.640625","-79.640625","-79.640625","-81.1328125","-81.1328125","-81.1328125","-181.40625","-181.40625","-181.40625","-125.1015625","-125.1015625","-125.1015625","-179.9453125","-179.9453125","-179.9453125","-79.0078125","-79.0078125","-79.0078125","-85.6875","-85.6875","-85.6875","-79.2421875","-79.2421875","-79.2421875","-80.7734375","-80.7734375","-80.7734375"
"20","-78.78125","-78.78125","-78.78125","-78.9375","-78.9375","-78.9375","-82.703125","-82.703125","-82.703125","-170.9375","-170.9375","-170.9375","-121.2109375","-121.2109375","-121.2109375","-175.6015625","-175.6015625","-175.6015625","-80.25","-80.25","-80.25","-85.515625","-85.515625","-85.515625","-79.171875","-79.171875","-79.171875","-80.8984375","-80.8984375","-80.8984375"
"21","-200","-200","-200","-200","-200","-200","-100.0625","-100.0625","-100.0625","-200","-200","-200","-136.109375","-136.109375","-136.109375","-200","-200","-200","-126.1953125","-126.1953125","-126.1953125","-200","-200","-200","-97.0546875","-97.0546875","-97.0546875","-200","-200","-200"
"22","-200","-200","-200","-200","-200","-200","-96.625","-96.625","-96.625","-200","-200","-200","-136.1953125","-136.1953125","-136.1953125","-200","-200","-200","-114.453125","-114.453125","-114.453125","-200","-200","-200","-94.8984375","-94.8984375","-94.8984375","-200","-200","-200"
"23","-200","-200","-200","-200","-200","-200","-98.4609375","-98.4609375","-98.4609375","-200","-200","-200","-122.9921875","-122.9921875","-122.9921875","-200","-200","-200","-106.3671875","-106.3671875","-106.3671875","-200","-200","-200","-87.984375","-87.984375","-87.984375","-200","-200","-200"
"24","-200","-200","-200","-199.1015625","-199.1015625","-199.1015625","-101.5234375","-101.5234375","-101.5234375","-200","-200","-200","-131.9375","-131.9375","-131.9375","-200","-200","-200","-109.828125","-109.828125","-109.828125","-200","-200","-200","-84.828125","-84.828125","-84.828125","-200","-200","-200"
"25","-200","-200","-200","-200","-200","-200","-96.2265625","-96.2265625","-96.2265625","-200","-200","-200","-123.6875","-123.6875","-123.6875","-200","-200","-200","-126.2265625","-126.2265625","-126.2265625","-200","-200","-200","-88.796875","-88.796875","-88.796875","-200","-200","-200"
"26","-200","-200","-200","-200","-200","-200","-101.4140625","-101.4140625","-101.4140625","-200","-200","-200","-116.25","-116.25","-116.25","-200","-200","-200","-146.9140625","-146.9140625","-146.9140625","-200","-200","-200","-90.28125","-90.28125","-90.28125","-200","-200","-200"
"27","-200","-200","-200","-200","-200","-200","-98.84375","-98.84375","-98.84375","-200","-200","-200","-120.09375","-120.09375","-120.09375","-200","-200","-200","-112.9609375","-112.9609375","-112.9609375","-200","-200","-200","-89.7109375","-89.7109375","-89.7109375","-200","-200","-200"
"28","-200","-200","-200","-191.609375","-191.609375","-191.609375","-93.34375","-93.34375","-93.34375","-200","-200","-200","-113.8359375","-113.8359375","-113.8359375","-200","-200","-200","-89.2421875","-89.2421875","-89.2421875","-200","-200","-200","-89.4453125","-89.4453125","-89.4453125","-200","-200","-200"
"29","-200","-200","-200","-196.8515625","-196.8515625","-196.8515625","-93.84375","-93.84375","-93.84375","-200","-200","-200","-116.0859375","-116.0859375","-116.0859375","-200","-200","-200","-112.015625","-112.015625","-112.015625","-200","-200","-200","-90.8828125","-90.8828125","-90.8828125","-200","-200","-200"
"30","-200","-200","-200","-200","-200","-200","-102.109375","-102.109375","-102.109375","-200","-200","-200","-111.1171875","-111.1171875","-111.1171875","-200","-200","-200","-124.75","-124.75","-124.75","-200","-200","-200","-91.1484375","-91.1484375","-91.1484375","-200","-200","-200"
"31","-200","-200","-200","-200","-200","-200","-91.734375","-91.734375","-91.734375","-200","-200","-200","-112.796875","-112.796875","-112.796875","-200","-200","-200","-129.6640625","-129.6640625","-129.6640625","-200","-200","-200","-92.3671875","-92.3671875","-92.3671875","-200","-200","-200"
"32","-200","-200","-200","-200","-200","-200","-94.6484375","-94.6484375","-94.6484375","-200","-200","-200","-108.3515625","-108.3515625","-108.3515625","-200","-200","-200","-152.796875","-152.796875","-152.796875","-200","-200","-200","-91.0390625","-91.0390625","-91.0390625","-200","-200","-200"
"33","-200","-200","-200","-200","-200","-200","-88.3828125","-88.3828125","-88.3828125","-200","-200","-200","-105.65625","-105.65625","-105.65625","-200","-200","-200","-140.8828125","-140.8828125","-140.8828125","-200","-200","-200","-96.5859375","-96.5859375","-96.5859375","-200","-200","-200"
"34","-200","-200","-200","-198.2265625","-198.2265625","-198.2265625","-93.8515625","-93.8515625","-93.8515625","-200","-200","-200","-105.859375","-105.859375","-105.859375","-200","-200","-200","-164.890625","-164.890625","-164.890625","-200","-200","-200","-95.5546875","-95.5546875","-95.5546875","-200","-200","-200"
"35","-200","-200","-200","-200","-200","-200","-96.0625","-96.0625","-96.0625","-200","-200","-200","-106.34375","-106.34375","-106.34375","-200","-200","-200","-154.1796875","-154.1796875","-154.1796875","-200","-200","-200","-85.140625","-85.140625","-85.140625","-200","-200","-200"
"36","-200","-200","-200","-193.53125","-193.53125","-193.53125","-99.140625","-99.140625","-99.140625","-200","-200","-200","-109.7421875","-109.7421875","-109.7421875","-200","-200","-200","-154.6484375","-154.6484375","-154.6484375","-200","-200","-200","-89.8125","-89.8125","-89.8125","-200","-200","-200"
"37","-200","-200","-200","-174.9453125","-174.9453125","-174.9453125","-101.96875","-101.96875","-101.96875","-200","-200","-200","-105.3671875","-105.3671875","-105.3671875","-200","-200","-200","-136.2109375","-136.2109375","-136.2109375","-200","-200","-200","-90.71875","-90.71875","-90.71875","-200","-200","-200"
"38","-200","-200","-200","-197.40625","-197.40625","-197.40625","-108.28125","-108.28125","-108.28125","-200","-200","-200","-102.234375","-102.234375","-102.234375","-200","-200","-200","-141.578125","-141.578125","-141.578125","-200","-200","-200","-91.359375","-91.359375","-91.359375","-200","-200","-200"
"39","-200","-200","-200","-189.6171875","-189.6171875","-189.6171875","-87.6484375","-87.6484375","-87.6484375","-200","-200","-200","-103.3515625","-103.3515625","-103.3515625","-200","-200","-200","-152.640625","-152.640625","-152.640625","-200","-200","-200","-87.6484375","-87.6484375","-87.6484375","-200","-200","-200"
"40","-200","-200","-200","-200","-200","-200","-90.3203125","-90.3203125","-90.3203125","-200","-200","-200","-101.40625","-101.40625","-101.40625","-200","-200","-200","-153.921875","-153.921875","-153.921875","-200","-200","-200","-97.4921875","-97.4921875","-97.4921875","-200","-200","-200"
"41","-184.25","-184.25","-184.25","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.2421875","-199.2421875","-199.2421875","-200","-200","-200","-200","-200","-200","-105.28125","-105.28125","-105.28125","-162.203125","-162.203125","-162.203125","-200","-200","-200"
"42","-193.1875","-193.1875","-193.1875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.125","-199.125","-199.125","-200","-200","-200","-200","-200","-200","-102.5234375","-102.5234375","-102.5234375","-94.7265625","-94.7265625","-94.7265625","-200","-200","-200"
"43","-194.59375","-194.59375","-194.59375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-198.609375","-198.609375","-198.609375","-200","-200","-200","-200","-200","-200","-99.7265625","-99.7265625","-99.7265625","-88.203125","-88.203125","-88.203125","-200","-200","-200"
"44","-192.3671875","-192.3671875","-192.3671875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.4296875","-199.4296875","-199.4296875","-200","-200","-200","-200","-200","-200","-98.5703125","-98.5703125","-98.5703125","-104.90625","-104.90625","-104.90625","-200","-200","-200"
"45","-194.75","-194.75","-194.75","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.8828125","-197.8828125","-197.8828125","-200","-200","-200","-200","-200","-200","-103.4765625","-103.4765625","-103.4765625","-101.7890625","-101.7890625","-101.7890625","-200","-200","-200"
"46","-180.8203125","-180.8203125","-180.8203125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.5234375","-197.5234375","-197.5234375","-200","-200","-200","-200","-200","-200","-108.9140625","-108.9140625","-108.9140625","-94.375","-94.375","-94.375","-200","-200","-200"
"47","-182.140625","-182.140625","-182.140625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.1328125","-197.1328125","-197.1328125","-200","-200","-200","-200","-200","-200","-118.9453125","-118.9453125","-118.9453125","-99.703125","-99.703125","-99.703125","-200","-200","-200"
"48","-150.46875","-150.46875","-150.46875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-195.2890625","-195.2890625","-195.2890625","-200","-200","-200","-200","-200","-200","-110.2734375","-110.2734375","-110.2734375","-107.1171875","-107.1171875","-107.1171875","-200","-200","-200"
"49","-126.671875","-126.671875","-126.671875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-195.3984375","-195.3984375","-195.3984375","-200","-200","-200","-200","-200","-200","-143.1328125","-143.1328125","-143.1328125","-110.6171875","-110.6171875","-110.6171875","-200","-200","-200"
"50","-161.0625","-161.0625","-161.0625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.3203125","-197.3203125","-197.3203125","-200","-200","-200","-200","-200","-200","-132.6796875","-132.6796875","-132.6796875","-170.234375","-170.234375","-170.234375","-200","-200","-200"
"51","-171.1171875","-171.1171875","-171.1171875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-194","-194","-194","-200","-200","-200","-200","-200","-200","-142.5703125","-142.5703125","-142.5703125","-142.3984375","-142.3984375","-142.3984375","-200","-200","-200"
"52","-174.828125","-174.828125","-174.828125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-195.515625","-195.515625","-195.515625","-200","-200","-200","-200","-200","-200","-158.125","-158.125","-158.125","-100.296875","-100.296875","-100.296875","-200","-200","-200"
"53","-168.734375","-168.734375","-168.734375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.625","-197.625","-197.625","-200","-200","-200","-200","-200","-200","-174.78125","-174.78125","-174.78125","-107.84375","-107.84375","-107.84375","-200","-200","-200"
"54","-168.4140625","-168.4140625","-168.4140625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.84375","-199.84375","-199.84375","-200","-200","-200","-200","-200","-200","-196.5078125","-196.5078125","-196.5078125","-118.5703125","-118.5703125","-118.5703125","-200","-200","-200"
"55","-160.375","-160.375","-160.375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.6640625","-199.6640625","-199.6640625","-200","-200","-200","-200","-200","-200","-176.4765625","-176.4765625","-176.4765625","-99.3671875","-99.3671875","-99.3671875","-200","-200","-200"
"56","-156.1875","-156.1875","-156.1875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-168.921875","-168.921875","-168.921875","-170.3359375","-170.3359375","-170.3359375","-138.6953125","-138.6953125","-138.6953125"
"57","-147.9609375","-147.9609375","-147.9609375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-191.015625","-191.015625","-191.015625","-119.4609375","-119.4609375","-119.4609375","-120.171875","-120.171875","-120.171875"
"58","-126.359375","-126.359375","-126.359375","-200","-200","-200","-175.25","-175.25","-175.25","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-194.3125","-194.3125","-194.3125","-124.3203125","-124.3203125","-124.3203125","-123.375","-123.375","-123.375"
"59","-142.5546875","-142.5546875","-142.5546875","-200","-200","-200","-199.3359375","-199.3359375","-199.3359375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-186.6484375","-186.6484375","-186.6484375","-200","-200","-200","-96","-96","-96"
"60","-127.6796875","-127.6796875","-127.6796875","-200","-200","-200","-169.1484375","-169.1484375","-169.1484375","-200","-200","-200","-200","-200","-200","-195.7578125","-195.7578125","-195.7578125","-200","-200","-200","-187.09375","-187.09375","-187.09375","-200","-200","-200","-102.578125","-102.578125","-102.578125"
"61","-200","-200","-200","-200","-200","-200","-89.03125","-89.03125","-89.03125","-138.4140625","-138.4140625","-138.4140625","-197.9609375","-197.9609375","-197.9609375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"62","-200","-200","-200","-200","-200","-200","-88.9375","-88.9375","-88.9375","-141.171875","-141.171875","-141.171875","-197.2578125","-197.2578125","-197.2578125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"63","-200","-200","-200","-200","-200","-200","-91.1015625","-91.1015625","-91.1015625","-145.609375","-145.609375","-145.609375","-194.9296875","-194.9296875","-194.9296875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"64","-200","-200","-200","-200","-200","-200","-86.375","-86.375","-86.375","-163.859375","-163.859375","-163.859375","-192.828125","-192.828125","-192.828125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
