"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness__MAX"
"240","11.3359375","11.3359375","11.3359375","14.8828125","14.8828125","14.8828125","19.234375","19.234375","19.234375","23.7109375","23.7109375","23.7109375","9.6796875","9.6796875","9.6796875","21.5390625","21.5390625","21.5390625","21.3359375","21.3359375","21.3359375","41.3203125","41.3203125","41.3203125","96.7734375","96.7734375","96.7734375","11.4453125","11.4453125","11.4453125"
"241","11.1171875","11.1171875","11.1171875","15.4140625","15.4140625","15.4140625","17.984375","17.984375","17.984375","29.6484375","29.6484375","29.6484375","9.7109375","9.7109375","9.7109375","52.5078125","52.5078125","52.5078125","22.5078125","22.5078125","22.5078125","107.0859375","107.0859375","107.0859375","25.875","25.875","25.875","11.5","11.5","11.5"
"242","10.859375","10.859375","10.859375","14.8359375","14.8359375","14.8359375","15.15625","15.15625","15.15625","24.0859375","24.0859375","24.0859375","9.859375","9.859375","9.859375","69.359375","69.359375","69.359375","31.9609375","31.9609375","31.9609375","120.5625","120.5625","120.5625","105.796875","105.796875","105.796875","11.5546875","11.5546875","11.5546875"
"243","10.90625","10.90625","10.90625","15.9609375","15.9609375","15.9609375","13.859375","13.859375","13.859375","22.015625","22.015625","22.015625","9.7734375","9.7734375","9.7734375","103.8125","103.8125","103.8125","34.3125","34.3125","34.3125","112.671875","112.671875","112.671875","89.859375","89.859375","89.859375","11.4375","11.4375","11.4375"
"244","10.890625","10.890625","10.890625","15.9609375","15.9609375","15.9609375","16.875","16.875","16.875","18.28125","18.28125","18.28125","9.6953125","9.6953125","9.6953125","102.15625","102.15625","102.15625","32.78125","32.78125","32.78125","123.5078125","123.5078125","123.5078125","108.359375","108.359375","108.359375","11.6875","11.6875","11.6875"
"245","10.7421875","10.7421875","10.7421875","15.7734375","15.7734375","15.7734375","17.40625","17.40625","17.40625","17.5546875","17.5546875","17.5546875","9.59375","9.59375","9.59375","24.5078125","24.5078125","24.5078125","29.21875","29.21875","29.21875","114.828125","114.828125","114.828125","76.5859375","76.5859375","76.5859375","11.4921875","11.4921875","11.4921875"
"246","10.6328125","10.6328125","10.6328125","17.5078125","17.5078125","17.5078125","14.390625","14.390625","14.390625","18.25","18.25","18.25","9.4375","9.4375","9.4375","25.6015625","25.6015625","25.6015625","27.9765625","27.9765625","27.9765625","106.375","106.375","106.375","100.6328125","100.6328125","100.6328125","11.5859375","11.5859375","11.5859375"
"247","10.6328125","10.6328125","10.6328125","20.0234375","20.0234375","20.0234375","15.4765625","15.4765625","15.4765625","21.703125","21.703125","21.703125","9.578125","9.578125","9.578125","19.8828125","19.8828125","19.8828125","27.75","27.75","27.75","116.0546875","116.0546875","116.0546875","106.640625","106.640625","106.640625","11.390625","11.390625","11.390625"
"248","10.71875","10.71875","10.71875","17.9609375","17.9609375","17.9609375","16.71875","16.71875","16.71875","22.625","22.625","22.625","9.5","9.5","9.5","17.6484375","17.6484375","17.6484375","26.0625","26.0625","26.0625","121.4765625","121.4765625","121.4765625","65.375","65.375","65.375","11.40625","11.40625","11.40625"
"249","10.71875","10.71875","10.71875","17.765625","17.765625","17.765625","16.859375","16.859375","16.859375","22.75","22.75","22.75","9.4296875","9.4296875","9.4296875","20.7109375","20.7109375","20.7109375","21.578125","21.578125","21.578125","118.1171875","118.1171875","118.1171875","100.3515625","100.3515625","100.3515625","11.53125","11.53125","11.53125"
"250","10.7421875","10.7421875","10.7421875","22.7734375","22.7734375","22.7734375","14.734375","14.734375","14.734375","23.640625","23.640625","23.640625","9.4375","9.4375","9.4375","100.921875","100.921875","100.921875","38","38","38","120.9375","120.9375","120.9375","102.6484375","102.6484375","102.6484375","11.5703125","11.5703125","11.5703125"
"251","28.4609375","28.4609375","28.4609375","11","11","11","123.0078125","123.0078125","123.0078125","25.0234375","25.0234375","25.0234375","12.453125","12.453125","12.453125","115.921875","115.921875","115.921875","9.40625","9.40625","9.40625","9.296875","9.296875","9.296875","15.5","15.5","15.5","11.453125","11.453125","11.453125"
"252","26.765625","26.765625","26.765625","10.7890625","10.7890625","10.7890625","115.1015625","115.1015625","115.1015625","24","24","24","12.34375","12.34375","12.34375","117.890625","117.890625","117.890625","9.2890625","9.2890625","9.2890625","9.4609375","9.4609375","9.4609375","14.0625","14.0625","14.0625","11.515625","11.515625","11.515625"
"253","26.3984375","26.3984375","26.3984375","10.7734375","10.7734375","10.7734375","103.2578125","103.2578125","103.2578125","24.8515625","24.8515625","24.8515625","12.5390625","12.5390625","12.5390625","114.296875","114.296875","114.296875","9.421875","9.421875","9.421875","10.5078125","10.5078125","10.5078125","12.53125","12.53125","12.53125","11.546875","11.546875","11.546875"
"254","22.9140625","22.9140625","22.9140625","10.21875","10.21875","10.21875","94.359375","94.359375","94.359375","32.953125","32.953125","32.953125","12.640625","12.640625","12.640625","112.5859375","112.5859375","112.5859375","9.3203125","9.3203125","9.3203125","10.828125","10.828125","10.828125","12.8671875","12.8671875","12.8671875","11.4921875","11.4921875","11.4921875"
"255","23.375","23.375","23.375","10.7734375","10.7734375","10.7734375","102.953125","102.953125","102.953125","31.8984375","31.8984375","31.8984375","12.578125","12.578125","12.578125","109.4296875","109.4296875","109.4296875","9.40625","9.40625","9.40625","12.0703125","12.0703125","12.0703125","14.6875","14.6875","14.6875","11.4765625","11.4765625","11.4765625"
"256","22.8515625","22.8515625","22.8515625","11.0625","11.0625","11.0625","77.46875","77.46875","77.46875","102.109375","102.109375","102.109375","12.5","12.5","12.5","105.4375","105.4375","105.4375","9.4375","9.4375","9.4375","10.109375","10.109375","10.109375","13.9453125","13.9453125","13.9453125","11.3203125","11.3203125","11.3203125"
"257","23.984375","23.984375","23.984375","11.6171875","11.6171875","11.6171875","46.25","46.25","46.25","112.2421875","112.2421875","112.2421875","12.5390625","12.5390625","12.5390625","101.796875","101.796875","101.796875","9.5390625","9.5390625","9.5390625","9.5390625","9.5390625","9.5390625","12.125","12.125","12.125","11.4375","11.4375","11.4375"
"258","23.9765625","23.9765625","23.9765625","11.84375","11.84375","11.84375","53.78125","53.78125","53.78125","125.703125","125.703125","125.703125","12.5078125","12.5078125","12.5078125","98.9609375","98.9609375","98.9609375","9.4296875","9.4296875","9.4296875","10.5078125","10.5078125","10.5078125","12.6796875","12.6796875","12.6796875","11.5078125","11.5078125","11.5078125"
"259","24.6171875","24.6171875","24.6171875","11.9453125","11.9453125","11.9453125","45.1484375","45.1484375","45.1484375","93.7578125","93.7578125","93.7578125","12.3828125","12.3828125","12.3828125","99.921875","99.921875","99.921875","9.34375","9.34375","9.34375","10.8828125","10.8828125","10.8828125","13.5703125","13.5703125","13.5703125","11.5625","11.5625","11.5625"
"260","24.1640625","24.1640625","24.1640625","12.203125","12.203125","12.203125","56.375","56.375","56.375","85.2421875","85.2421875","85.2421875","12.2421875","12.2421875","12.2421875","99.0546875","99.0546875","99.0546875","9.3359375","9.3359375","9.3359375","9.890625","9.890625","9.890625","12.453125","12.453125","12.453125","11.515625","11.515625","11.515625"
"261","23.71875","23.71875","23.71875","12.21875","12.21875","12.21875","122.421875","122.421875","122.421875","99.546875","99.546875","99.546875","12.53125","12.53125","12.53125","101.8984375","101.8984375","101.8984375","9.265625","9.265625","9.265625","9.2734375","9.2734375","9.2734375","12.4453125","12.4453125","12.4453125","11.46875","11.46875","11.46875"
"262","24.796875","24.796875","24.796875","13.4765625","13.4765625","13.4765625","167.578125","167.578125","167.578125","86.453125","86.453125","86.453125","12.53125","12.53125","12.53125","108.0859375","108.0859375","108.0859375","9.390625","9.390625","9.390625","9.984375","9.984375","9.984375","12.3515625","12.3515625","12.3515625","11.5703125","11.5703125","11.5703125"
"263","22.3359375","22.3359375","22.3359375","13.25","13.25","13.25","188.875","188.875","188.875","38.171875","38.171875","38.171875","12.265625","12.265625","12.265625","109.453125","109.453125","109.453125","9.3671875","9.3671875","9.3671875","9.3203125","9.3203125","9.3203125","12.421875","12.421875","12.421875","11.59375","11.59375","11.59375"
"264","23.078125","23.078125","23.078125","14.671875","14.671875","14.671875","82.3828125","82.3828125","82.3828125","25.453125","25.453125","25.453125","11.7734375","11.7734375","11.7734375","108.5234375","108.5234375","108.5234375","10.0625","10.0625","10.0625","9.6015625","9.6015625","9.6015625","12.328125","12.328125","12.328125","11.4375","11.4375","11.4375"
"265","19.3671875","19.3671875","19.3671875","13.765625","13.765625","13.765625","187.0546875","187.0546875","187.0546875","28.03125","28.03125","28.03125","11.546875","11.546875","11.546875","105.4453125","105.4453125","105.4453125","9.3359375","9.3359375","9.3359375","9.484375","9.484375","9.484375","12.5390625","12.5390625","12.5390625","11.5546875","11.5546875","11.5546875"
"266","21.4609375","21.4609375","21.4609375","14.7578125","14.7578125","14.7578125","181.8046875","181.8046875","181.8046875","26.1875","26.1875","26.1875","11.640625","11.640625","11.640625","104.921875","104.921875","104.921875","9.28125","9.28125","9.28125","9.6171875","9.6171875","9.6171875","15.0546875","15.0546875","15.0546875","11.546875","11.546875","11.546875"
"267","20.390625","20.390625","20.390625","14.5078125","14.5078125","14.5078125","142.6953125","142.6953125","142.6953125","20.53125","20.53125","20.53125","11.7421875","11.7421875","11.7421875","104.6484375","104.6484375","104.6484375","9.359375","9.359375","9.359375","11.21875","11.21875","11.21875","15.8671875","15.8671875","15.8671875","11.625","11.625","11.625"
"268","20.2265625","20.2265625","20.2265625","12.9140625","12.9140625","12.9140625","110.7109375","110.7109375","110.7109375","22.53125","22.53125","22.53125","12.015625","12.015625","12.015625","110.7890625","110.7890625","110.7890625","9.3359375","9.3359375","9.3359375","11.5546875","11.5546875","11.5546875","16.6640625","16.6640625","16.6640625","11.4765625","11.4765625","11.4765625"
"269","20.609375","20.609375","20.609375","15.3671875","15.3671875","15.3671875","105.9921875","105.9921875","105.9921875","22.328125","22.328125","22.328125","12.28125","12.28125","12.28125","110.4921875","110.4921875","110.4921875","9.3203125","9.3203125","9.3203125","11.5078125","11.5078125","11.5078125","15.9375","15.9375","15.9375","11.5625","11.5625","11.5625"
"270","23.1328125","23.1328125","23.1328125","13.7734375","13.7734375","13.7734375","133.109375","133.109375","133.109375","24.3203125","24.3203125","24.3203125","12.3515625","12.3515625","12.3515625","108.5546875","108.5546875","108.5546875","9.2734375","9.2734375","9.2734375","11.1796875","11.1796875","11.1796875","14.578125","14.578125","14.578125","11.5390625","11.5390625","11.5390625"
"271","22.046875","22.046875","22.046875","12.96875","12.96875","12.96875","59.53125","59.53125","59.53125","22.0859375","22.0859375","22.0859375","12.5703125","12.5703125","12.5703125","101.359375","101.359375","101.359375","9.3984375","9.3984375","9.3984375","11.4453125","11.4453125","11.4453125","13.671875","13.671875","13.671875","11.5390625","11.5390625","11.5390625"
"272","22.0234375","22.0234375","22.0234375","14.2421875","14.2421875","14.2421875","59.8828125","59.8828125","59.8828125","26.171875","26.171875","26.171875","12.578125","12.578125","12.578125","97.9921875","97.9921875","97.9921875","9.2421875","9.2421875","9.2421875","12.5546875","12.5546875","12.5546875","21.046875","21.046875","21.046875","11.5","11.5","11.5"
"273","21.359375","21.359375","21.359375","12.0859375","12.0859375","12.0859375","147.8359375","147.8359375","147.8359375","28.6953125","28.6953125","28.6953125","12.734375","12.734375","12.734375","96.796875","96.796875","96.796875","9.390625","9.390625","9.390625","12.1796875","12.1796875","12.1796875","19.5625","19.5625","19.5625","11.6015625","11.6015625","11.6015625"
"274","20.4375","20.4375","20.4375","12.4609375","12.4609375","12.4609375","195.75","195.75","195.75","114.640625","114.640625","114.640625","12.453125","12.453125","12.453125","23.0078125","23.0078125","23.0078125","9.46875","9.46875","9.46875","10.984375","10.984375","10.984375","18.7109375","18.7109375","18.7109375","11.609375","11.609375","11.609375"
"275","21.3984375","21.3984375","21.3984375","12.296875","12.296875","12.296875","130.15625","130.15625","130.15625","117.4453125","117.4453125","117.4453125","12.734375","12.734375","12.734375","17.3515625","17.3515625","17.3515625","9.578125","9.578125","9.578125","11.6484375","11.6484375","11.6484375","15.5","15.5","15.5","11.4296875","11.4296875","11.4296875"
"276","20.1640625","20.1640625","20.1640625","14","14","14","118.578125","118.578125","118.578125","133.0625","133.0625","133.0625","12.4140625","12.4140625","12.4140625","14.0703125","14.0703125","14.0703125","9.359375","9.359375","9.359375","10.0546875","10.0546875","10.0546875","13.75","13.75","13.75","11.4921875","11.4921875","11.4921875"
"277","22.296875","22.296875","22.296875","16.671875","16.671875","16.671875","127.984375","127.984375","127.984375","102.5703125","102.5703125","102.5703125","12.4453125","12.4453125","12.4453125","13.359375","13.359375","13.359375","9.3828125","9.3828125","9.3828125","10.203125","10.203125","10.203125","15.9140625","15.9140625","15.9140625","11.5390625","11.5390625","11.5390625"
"278","21.3828125","21.3828125","21.3828125","16.5390625","16.5390625","16.5390625","107.9453125","107.9453125","107.9453125","113.59375","113.59375","113.59375","12.625","12.625","12.625","13.0078125","13.0078125","13.0078125","9.3828125","9.3828125","9.3828125","10.4765625","10.4765625","10.4765625","17.78125","17.78125","17.78125","11.546875","11.546875","11.546875"
"279","18.4453125","18.4453125","18.4453125","16.40625","16.40625","16.40625","126.578125","126.578125","126.578125","176.421875","176.421875","176.421875","12.609375","12.609375","12.609375","13.0859375","13.0859375","13.0859375","9.3984375","9.3984375","9.3984375","11.765625","11.765625","11.765625","16.8125","16.8125","16.8125","11.5859375","11.5859375","11.5859375"
"280","18.0546875","18.0546875","18.0546875","16.046875","16.046875","16.046875","133.8828125","133.8828125","133.8828125","118.734375","118.734375","118.734375","12.7265625","12.7265625","12.7265625","12.828125","12.828125","12.828125","11.234375","11.234375","11.234375","10.953125","10.953125","10.953125","16.59375","16.59375","16.59375","11.53125","11.53125","11.53125"
"281","17.5234375","17.5234375","17.5234375","14.0703125","14.0703125","14.0703125","111.71875","111.71875","111.71875","127.2109375","127.2109375","127.2109375","12.625","12.625","12.625","11.765625","11.765625","11.765625","9.3046875","9.3046875","9.3046875","9.8984375","9.8984375","9.8984375","14.953125","14.953125","14.953125","11.5546875","11.5546875","11.5546875"
"282","17.09375","17.09375","17.09375","14.765625","14.765625","14.765625","73.5546875","73.5546875","73.5546875","94.4453125","94.4453125","94.4453125","12.5234375","12.5234375","12.5234375","11.7890625","11.7890625","11.7890625","9.421875","9.421875","9.421875","10.5625","10.5625","10.5625","13.4375","13.4375","13.4375","11.4921875","11.4921875","11.4921875"
"283","18.9375","18.9375","18.9375","14.390625","14.390625","14.390625","61.7421875","61.7421875","61.7421875","94.2890625","94.2890625","94.2890625","12.453125","12.453125","12.453125","12.0625","12.0625","12.0625","11.375","11.375","11.375","9.9140625","9.9140625","9.9140625","14.3671875","14.3671875","14.3671875","11.6171875","11.6171875","11.6171875"
"284","21.0234375","21.0234375","21.0234375","14.8359375","14.8359375","14.8359375","78.2109375","78.2109375","78.2109375","108.8046875","108.8046875","108.8046875","12.4921875","12.4921875","12.4921875","11.2890625","11.2890625","11.2890625","9.4375","9.4375","9.4375","9.390625","9.390625","9.390625","13.78125","13.78125","13.78125","11.578125","11.578125","11.578125"
"285","18.265625","18.265625","18.265625","14.09375","14.09375","14.09375","54.359375","54.359375","54.359375","30.296875","30.296875","30.296875","12.421875","12.421875","12.421875","11.25","11.25","11.25","9.3515625","9.3515625","9.3515625","9.3359375","9.3359375","9.3359375","15.0390625","15.0390625","15.0390625","11.59375","11.59375","11.59375"
"286","17.1875","17.1875","17.1875","11.9375","11.9375","11.9375","49.40625","49.40625","49.40625","29.640625","29.640625","29.640625","12.3125","12.3125","12.3125","10.375","10.375","10.375","9.40625","9.40625","9.40625","9.375","9.375","9.375","13.0234375","13.0234375","13.0234375","11.578125","11.578125","11.578125"
"287","13.90625","13.90625","13.90625","12.4921875","12.4921875","12.4921875","48.2265625","48.2265625","48.2265625","24.2890625","24.2890625","24.2890625","12.3125","12.3125","12.3125","56.96875","56.96875","56.96875","9.5703125","9.5703125","9.5703125","9.4296875","9.4296875","9.4296875","12.4453125","12.4453125","12.4453125","11.359375","11.359375","11.359375"
"288","14.3359375","14.3359375","14.3359375","11.765625","11.765625","11.765625","105.3203125","105.3203125","105.3203125","23.15625","23.15625","23.15625","12.375","12.375","12.375","34.421875","34.421875","34.421875","9.4921875","9.4921875","9.4921875","9.2890625","9.2890625","9.2890625","14.90625","14.90625","14.90625","11.5078125","11.5078125","11.5078125"
"289","12.8828125","12.8828125","12.8828125","12.375","12.375","12.375","109.5703125","109.5703125","109.5703125","23.8671875","23.8671875","23.8671875","12.4296875","12.4296875","12.4296875","75.953125","75.953125","75.953125","10.953125","10.953125","10.953125","9.3046875","9.3046875","9.3046875","17.015625","17.015625","17.015625","11.625","11.625","11.625"
"290","12.5078125","12.5078125","12.5078125","15.171875","15.171875","15.171875","85.1171875","85.1171875","85.1171875","30.3046875","30.3046875","30.3046875","11.8515625","11.8515625","11.8515625","120.015625","120.015625","120.015625","11.734375","11.734375","11.734375","9.390625","9.390625","9.390625","17.0390625","17.0390625","17.0390625","11.453125","11.453125","11.453125"
"291","12.4765625","12.4765625","12.4765625","15.1015625","15.1015625","15.1015625","39.6640625","39.6640625","39.6640625","74.65625","74.65625","74.65625","11.796875","11.796875","11.796875","119.5234375","119.5234375","119.5234375","12.21875","12.21875","12.21875","9.421875","9.421875","9.421875","17.9140625","17.9140625","17.9140625","11.515625","11.515625","11.515625"
"292","12.3671875","12.3671875","12.3671875","15.359375","15.359375","15.359375","22.765625","22.765625","22.765625","104.140625","104.140625","104.140625","12.0546875","12.0546875","12.0546875","126.0546875","126.0546875","126.0546875","10.2265625","10.2265625","10.2265625","9.34375","9.34375","9.34375","21.4453125","21.4453125","21.4453125","11.5625","11.5625","11.5625"
"293","12.65625","12.65625","12.65625","15.359375","15.359375","15.359375","47.328125","47.328125","47.328125","123.6015625","123.6015625","123.6015625","12.109375","12.109375","12.109375","138.1484375","138.1484375","138.1484375","9.8125","9.8125","9.8125","9.359375","9.359375","9.359375","21.265625","21.265625","21.265625","11.59375","11.59375","11.59375"
"294","12.828125","12.828125","12.828125","15.40625","15.40625","15.40625","34.4296875","34.4296875","34.4296875","155.890625","155.890625","155.890625","11.7578125","11.7578125","11.7578125","141.4609375","141.4609375","141.4609375","11.515625","11.515625","11.515625","9.3046875","9.3046875","9.3046875","20.640625","20.640625","20.640625","11.421875","11.421875","11.421875"
"295","12.796875","12.796875","12.796875","16.296875","16.296875","16.296875","87.2265625","87.2265625","87.2265625","200","200","200","11.78125","11.78125","11.78125","132.4296875","132.4296875","132.4296875","9.3359375","9.3359375","9.3359375","9.203125","9.203125","9.203125","18.3984375","18.3984375","18.3984375","11.4296875","11.4296875","11.4296875"
"296","12.9140625","12.9140625","12.9140625","14.4140625","14.4140625","14.4140625","134.8203125","134.8203125","134.8203125","200","200","200","11.53125","11.53125","11.53125","137.953125","137.953125","137.953125","9.3125","9.3125","9.3125","9.375","9.375","9.375","17.140625","17.140625","17.140625","11.640625","11.640625","11.640625"
"297","14.6796875","14.6796875","14.6796875","12.9375","12.9375","12.9375","119.390625","119.390625","119.390625","135.3515625","135.3515625","135.3515625","11.4453125","11.4453125","11.4453125","136.03125","136.03125","136.03125","9.3671875","9.3671875","9.3671875","9.1484375","9.1484375","9.1484375","22.0625","22.0625","22.0625","11.53125","11.53125","11.53125"
"298","13.8828125","13.8828125","13.8828125","12.8125","12.8125","12.8125","103.1796875","103.1796875","103.1796875","120.6796875","120.6796875","120.6796875","11.109375","11.109375","11.109375","129.7578125","129.7578125","129.7578125","9.34375","9.34375","9.34375","9.265625","9.265625","9.265625","26.5859375","26.5859375","26.5859375","11.3828125","11.3828125","11.3828125"
"299","13.75","13.75","13.75","12.4140625","12.4140625","12.4140625","137.984375","137.984375","137.984375","113.3359375","113.3359375","113.3359375","11.0078125","11.0078125","11.0078125","126.1953125","126.1953125","126.1953125","9.75","9.75","9.75","9.234375","9.234375","9.234375","27.671875","27.671875","27.671875","11.4609375","11.4609375","11.4609375"
"300","13.3125","13.3125","13.3125","12.15625","12.15625","12.15625","198.6484375","198.6484375","198.6484375","107.9921875","107.9921875","107.9921875","11.2421875","11.2421875","11.2421875","122.484375","122.484375","122.484375","9.3359375","9.3359375","9.3359375","9.3671875","9.3671875","9.3671875","26.3203125","26.3203125","26.3203125","11.359375","11.359375","11.359375"
"301","50.8359375","50.8359375","50.8359375","109.859375","109.859375","109.859375","11.125","11.125","11.125","15.71875","15.71875","15.71875","10.84375","10.84375","10.84375","38.8828125","38.8828125","38.8828125","10.5625","10.5625","10.5625","9.3828125","9.3828125","9.3828125","200","200","200","11.5625","11.5625","11.5625"
"302","53.9609375","53.9609375","53.9609375","60.203125","60.203125","60.203125","14.3515625","14.3515625","14.3515625","15.3515625","15.3515625","15.3515625","11.375","11.375","11.375","27.2578125","27.2578125","27.2578125","10.609375","10.609375","10.609375","9.96875","9.96875","9.96875","199.0546875","199.0546875","199.0546875","11.4609375","11.4609375","11.4609375"
"303","38.046875","38.046875","38.046875","73.53125","73.53125","73.53125","13.4453125","13.4453125","13.4453125","15.4609375","15.4609375","15.4609375","11.421875","11.421875","11.421875","28.9375","28.9375","28.9375","19.5234375","19.5234375","19.5234375","9.8046875","9.8046875","9.8046875","198.5","198.5","198.5","11.546875","11.546875","11.546875"
"304","38.046875","38.046875","38.046875","111.296875","111.296875","111.296875","11.671875","11.671875","11.671875","14.9296875","14.9296875","14.9296875","11.234375","11.234375","11.234375","27.90625","27.90625","27.90625","13.1484375","13.1484375","13.1484375","12.6328125","12.6328125","12.6328125","182.0546875","182.0546875","182.0546875","11.65625","11.65625","11.65625"
"305","35.046875","35.046875","35.046875","53.375","53.375","53.375","12.5703125","12.5703125","12.5703125","13.8828125","13.8828125","13.8828125","11.0078125","11.0078125","11.0078125","27.015625","27.015625","27.015625","10.375","10.375","10.375","9.9140625","9.9140625","9.9140625","170.703125","170.703125","170.703125","11.7421875","11.7421875","11.7421875"
"306","37.203125","37.203125","37.203125","79.2578125","79.2578125","79.2578125","12.640625","12.640625","12.640625","12.4375","12.4375","12.4375","10.578125","10.578125","10.578125","27.6953125","27.6953125","27.6953125","10.484375","10.484375","10.484375","9.8125","9.8125","9.8125","148.9296875","148.9296875","148.9296875","12.125","12.125","12.125"
"307","38.984375","38.984375","38.984375","101.5546875","101.5546875","101.5546875","11.0859375","11.0859375","11.0859375","13.0703125","13.0703125","13.0703125","10.9609375","10.9609375","10.9609375","25.6640625","25.6640625","25.6640625","12.390625","12.390625","12.390625","9.484375","9.484375","9.484375","178.2109375","178.2109375","178.2109375","12.2421875","12.2421875","12.2421875"
"308","50.2578125","50.2578125","50.2578125","129.4765625","129.4765625","129.4765625","12.78125","12.78125","12.78125","14.6328125","14.6328125","14.6328125","10.7421875","10.7421875","10.7421875","25.2109375","25.2109375","25.2109375","12.8984375","12.8984375","12.8984375","9.59375","9.59375","9.59375","133.7109375","133.7109375","133.7109375","13.0078125","13.0078125","13.0078125"
"309","63.625","63.625","63.625","76.9140625","76.9140625","76.9140625","17.8828125","17.8828125","17.8828125","14.0546875","14.0546875","14.0546875","11.0078125","11.0078125","11.0078125","29.6171875","29.6171875","29.6171875","13.953125","13.953125","13.953125","9.3828125","9.3828125","9.3828125","111.171875","111.171875","111.171875","12.1953125","12.1953125","12.1953125"
"310","49.3515625","49.3515625","49.3515625","95.90625","95.90625","95.90625","13.203125","13.203125","13.203125","14.8671875","14.8671875","14.8671875","10.9765625","10.9765625","10.9765625","41.75","41.75","41.75","10.2578125","10.2578125","10.2578125","9.390625","9.390625","9.390625","118.1328125","118.1328125","118.1328125","11.90625","11.90625","11.90625"
"311","52.9609375","52.9609375","52.9609375","31.5859375","31.5859375","31.5859375","12.3671875","12.3671875","12.3671875","13.890625","13.890625","13.890625","10.6796875","10.6796875","10.6796875","38.6953125","38.6953125","38.6953125","14.5234375","14.5234375","14.5234375","9.328125","9.328125","9.328125","116.1796875","116.1796875","116.1796875","11.796875","11.796875","11.796875"
