"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_10_trial_0_contcorrect_True - current_best_fitness__MAX"
"20","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-120.703125","-120.703125","-120.703125","-195.609375","-195.609375","-195.609375","-124.6640625","-124.6640625","-124.6640625","-185.5703125","-185.5703125","-185.5703125"
"21","-200","-200","-200","-200","-200","-200","-100.0625","-100.0625","-100.0625","-200","-200","-200","-136.109375","-136.109375","-136.109375","-200","-200","-200","-126.1953125","-126.1953125","-126.1953125","-200","-200","-200","-97.0546875","-97.0546875","-97.0546875","-200","-200","-200"
"22","-200","-200","-200","-200","-200","-200","-96.625","-96.625","-96.625","-200","-200","-200","-136.1953125","-136.1953125","-136.1953125","-200","-200","-200","-114.453125","-114.453125","-114.453125","-200","-200","-200","-94.8984375","-94.8984375","-94.8984375","-200","-200","-200"
"23","-200","-200","-200","-200","-200","-200","-98.4609375","-98.4609375","-98.4609375","-200","-200","-200","-122.9921875","-122.9921875","-122.9921875","-200","-200","-200","-106.3671875","-106.3671875","-106.3671875","-200","-200","-200","-87.984375","-87.984375","-87.984375","-200","-200","-200"
"24","-200","-200","-200","-199.1015625","-199.1015625","-199.1015625","-101.5234375","-101.5234375","-101.5234375","-200","-200","-200","-131.9375","-131.9375","-131.9375","-200","-200","-200","-109.828125","-109.828125","-109.828125","-200","-200","-200","-84.828125","-84.828125","-84.828125","-200","-200","-200"
"25","-200","-200","-200","-200","-200","-200","-96.2265625","-96.2265625","-96.2265625","-200","-200","-200","-123.6875","-123.6875","-123.6875","-200","-200","-200","-126.2265625","-126.2265625","-126.2265625","-200","-200","-200","-88.796875","-88.796875","-88.796875","-200","-200","-200"
"26","-200","-200","-200","-200","-200","-200","-101.4140625","-101.4140625","-101.4140625","-200","-200","-200","-116.25","-116.25","-116.25","-200","-200","-200","-146.9140625","-146.9140625","-146.9140625","-200","-200","-200","-90.28125","-90.28125","-90.28125","-200","-200","-200"
"27","-200","-200","-200","-200","-200","-200","-98.84375","-98.84375","-98.84375","-200","-200","-200","-120.09375","-120.09375","-120.09375","-200","-200","-200","-112.9609375","-112.9609375","-112.9609375","-200","-200","-200","-89.7109375","-89.7109375","-89.7109375","-200","-200","-200"
"28","-200","-200","-200","-191.609375","-191.609375","-191.609375","-93.34375","-93.34375","-93.34375","-200","-200","-200","-113.8359375","-113.8359375","-113.8359375","-200","-200","-200","-89.2421875","-89.2421875","-89.2421875","-200","-200","-200","-89.4453125","-89.4453125","-89.4453125","-200","-200","-200"
"29","-200","-200","-200","-196.8515625","-196.8515625","-196.8515625","-93.84375","-93.84375","-93.84375","-200","-200","-200","-116.0859375","-116.0859375","-116.0859375","-200","-200","-200","-112.015625","-112.015625","-112.015625","-200","-200","-200","-90.8828125","-90.8828125","-90.8828125","-200","-200","-200"
"30","-200","-200","-200","-200","-200","-200","-102.109375","-102.109375","-102.109375","-200","-200","-200","-111.1171875","-111.1171875","-111.1171875","-200","-200","-200","-124.75","-124.75","-124.75","-200","-200","-200","-91.1484375","-91.1484375","-91.1484375","-200","-200","-200"
"31","-200","-200","-200","-137.8359375","-137.8359375","-137.8359375","-200","-200","-200","-200","-200","-200","-182.4296875","-182.4296875","-182.4296875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-97.171875","-97.171875","-97.171875","-83.5","-83.5","-83.5"
"32","-200","-200","-200","-122.265625","-122.265625","-122.265625","-200","-200","-200","-200","-200","-200","-184.078125","-184.078125","-184.078125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-90.515625","-90.515625","-90.515625","-84.1640625","-84.1640625","-84.1640625"
"33","-200","-200","-200","-127.375","-127.375","-127.375","-200","-200","-200","-200","-200","-200","-181.2578125","-181.2578125","-181.2578125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.0625","-88.0625","-88.0625","-82.640625","-82.640625","-82.640625"
"34","-200","-200","-200","-121.6875","-121.6875","-121.6875","-200","-200","-200","-200","-200","-200","-180.015625","-180.015625","-180.015625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-96.5234375","-96.5234375","-96.5234375","-84.953125","-84.953125","-84.953125"
"35","-200","-200","-200","-103.3515625","-103.3515625","-103.3515625","-200","-200","-200","-200","-200","-200","-178.5859375","-178.5859375","-178.5859375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-97.2421875","-97.2421875","-97.2421875","-83.078125","-83.078125","-83.078125"
"36","-200","-200","-200","-118.6640625","-118.6640625","-118.6640625","-200","-200","-200","-200","-200","-200","-172.46875","-172.46875","-172.46875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-101.03125","-101.03125","-101.03125","-111.6953125","-111.6953125","-111.6953125"
"37","-200","-200","-200","-136.875","-136.875","-136.875","-200","-200","-200","-200","-200","-200","-164.4765625","-164.4765625","-164.4765625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-105.65625","-105.65625","-105.65625","-82.640625","-82.640625","-82.640625"
"38","-200","-200","-200","-137.7890625","-137.7890625","-137.7890625","-200","-200","-200","-200","-200","-200","-160.3984375","-160.3984375","-160.3984375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.25","-88.25","-88.25","-97.3203125","-97.3203125","-97.3203125"
"39","-200","-200","-200","-174.9296875","-174.9296875","-174.9296875","-200","-200","-200","-200","-200","-200","-165.71875","-165.71875","-165.71875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.1171875","-87.1171875","-87.1171875","-127.734375","-127.734375","-127.734375"
"40","-200","-200","-200","-176.0625","-176.0625","-176.0625","-200","-200","-200","-200","-200","-200","-168.828125","-168.828125","-168.828125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.8125","-86.8125","-86.8125","-85.234375","-85.234375","-85.234375"
"41","-184.25","-184.25","-184.25","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.2421875","-199.2421875","-199.2421875","-200","-200","-200","-200","-200","-200","-105.28125","-105.28125","-105.28125","-162.203125","-162.203125","-162.203125","-200","-200","-200"
"42","-193.1875","-193.1875","-193.1875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.125","-199.125","-199.125","-200","-200","-200","-200","-200","-200","-102.5234375","-102.5234375","-102.5234375","-94.7265625","-94.7265625","-94.7265625","-200","-200","-200"
"43","-194.59375","-194.59375","-194.59375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-198.609375","-198.609375","-198.609375","-200","-200","-200","-200","-200","-200","-99.7265625","-99.7265625","-99.7265625","-88.203125","-88.203125","-88.203125","-200","-200","-200"
"44","-192.3671875","-192.3671875","-192.3671875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-199.4296875","-199.4296875","-199.4296875","-200","-200","-200","-200","-200","-200","-98.5703125","-98.5703125","-98.5703125","-104.90625","-104.90625","-104.90625","-200","-200","-200"
"45","-194.75","-194.75","-194.75","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.8828125","-197.8828125","-197.8828125","-200","-200","-200","-200","-200","-200","-103.4765625","-103.4765625","-103.4765625","-101.7890625","-101.7890625","-101.7890625","-200","-200","-200"
"46","-180.8203125","-180.8203125","-180.8203125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.5234375","-197.5234375","-197.5234375","-200","-200","-200","-200","-200","-200","-108.9140625","-108.9140625","-108.9140625","-94.375","-94.375","-94.375","-200","-200","-200"
"47","-182.140625","-182.140625","-182.140625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.1328125","-197.1328125","-197.1328125","-200","-200","-200","-200","-200","-200","-118.9453125","-118.9453125","-118.9453125","-99.703125","-99.703125","-99.703125","-200","-200","-200"
"48","-150.46875","-150.46875","-150.46875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-195.2890625","-195.2890625","-195.2890625","-200","-200","-200","-200","-200","-200","-110.2734375","-110.2734375","-110.2734375","-107.1171875","-107.1171875","-107.1171875","-200","-200","-200"
"49","-126.671875","-126.671875","-126.671875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-195.3984375","-195.3984375","-195.3984375","-200","-200","-200","-200","-200","-200","-143.1328125","-143.1328125","-143.1328125","-110.6171875","-110.6171875","-110.6171875","-200","-200","-200"
"50","-161.0625","-161.0625","-161.0625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-197.3203125","-197.3203125","-197.3203125","-200","-200","-200","-200","-200","-200","-132.6796875","-132.6796875","-132.6796875","-170.234375","-170.234375","-170.234375","-200","-200","-200"
"51","-200","-200","-200","-199.203125","-199.203125","-199.203125","-200","-200","-200","-197.8671875","-197.8671875","-197.8671875","-192.2734375","-192.2734375","-192.2734375","-200","-200","-200","-103.171875","-103.171875","-103.171875","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"52","-200","-200","-200","-195.453125","-195.453125","-195.453125","-200","-200","-200","-194.796875","-194.796875","-194.796875","-196.6484375","-196.6484375","-196.6484375","-200","-200","-200","-99.6953125","-99.6953125","-99.6953125","-200","-200","-200","-184.5625","-184.5625","-184.5625","-200","-200","-200"
"53","-200","-200","-200","-198.46875","-198.46875","-198.46875","-200","-200","-200","-188.0078125","-188.0078125","-188.0078125","-186.3125","-186.3125","-186.3125","-200","-200","-200","-108.734375","-108.734375","-108.734375","-200","-200","-200","-146.5234375","-146.5234375","-146.5234375","-200","-200","-200"
"54","-200","-200","-200","-196.765625","-196.765625","-196.765625","-200","-200","-200","-176.0078125","-176.0078125","-176.0078125","-152.2265625","-152.2265625","-152.2265625","-200","-200","-200","-110.265625","-110.265625","-110.265625","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"55","-200","-200","-200","-199.328125","-199.328125","-199.328125","-200","-200","-200","-165.6328125","-165.6328125","-165.6328125","-142.1484375","-142.1484375","-142.1484375","-200","-200","-200","-119.0703125","-119.0703125","-119.0703125","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"56","-200","-200","-200","-200","-200","-200","-200","-200","-200","-163.7734375","-163.7734375","-163.7734375","-127.9609375","-127.9609375","-127.9609375","-200","-200","-200","-116.609375","-116.609375","-116.609375","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"57","-200","-200","-200","-197.453125","-197.453125","-197.453125","-200","-200","-200","-157.7734375","-157.7734375","-157.7734375","-94.3515625","-94.3515625","-94.3515625","-200","-200","-200","-142.9609375","-142.9609375","-142.9609375","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"58","-200","-200","-200","-193.0390625","-193.0390625","-193.0390625","-200","-200","-200","-154.84375","-154.84375","-154.84375","-85.9453125","-85.9453125","-85.9453125","-200","-200","-200","-116.8515625","-116.8515625","-116.8515625","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"59","-200","-200","-200","-195.3828125","-195.3828125","-195.3828125","-200","-200","-200","-146","-146","-146","-82.28125","-82.28125","-82.28125","-200","-200","-200","-97.8828125","-97.8828125","-97.8828125","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"60","-200","-200","-200","-198.5078125","-198.5078125","-198.5078125","-200","-200","-200","-151.7578125","-151.7578125","-151.7578125","-85.609375","-85.609375","-85.609375","-200","-200","-200","-127.3671875","-127.3671875","-127.3671875","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"61","-200","-200","-200","-200","-200","-200","-89.03125","-89.03125","-89.03125","-138.4140625","-138.4140625","-138.4140625","-197.9609375","-197.9609375","-197.9609375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"62","-200","-200","-200","-200","-200","-200","-88.9375","-88.9375","-88.9375","-141.171875","-141.171875","-141.171875","-197.2578125","-197.2578125","-197.2578125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"63","-200","-200","-200","-200","-200","-200","-91.1015625","-91.1015625","-91.1015625","-145.609375","-145.609375","-145.609375","-194.9296875","-194.9296875","-194.9296875","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"64","-200","-200","-200","-200","-200","-200","-86.375","-86.375","-86.375","-163.859375","-163.859375","-163.859375","-192.828125","-192.828125","-192.828125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"65","-200","-200","-200","-200","-200","-200","-86.453125","-86.453125","-86.453125","-193.8984375","-193.8984375","-193.8984375","-191.5078125","-191.5078125","-191.5078125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"66","-200","-200","-200","-200","-200","-200","-85.703125","-85.703125","-85.703125","-196.34375","-196.34375","-196.34375","-192.8125","-192.8125","-192.8125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"67","-200","-200","-200","-200","-200","-200","-93.1640625","-93.1640625","-93.1640625","-198.609375","-198.609375","-198.609375","-193.9140625","-193.9140625","-193.9140625","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"68","-200","-200","-200","-200","-200","-200","-86.015625","-86.015625","-86.015625","-200","-200","-200","-193.4375","-193.4375","-193.4375","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"69","-200","-200","-200","-200","-200","-200","-84.734375","-84.734375","-84.734375","-200","-200","-200","-192.578125","-192.578125","-192.578125","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
"70","-200","-200","-200","-200","-200","-200","-88.9375","-88.9375","-88.9375","-200","-200","-200","-192.5","-192.5","-192.5","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200"
