eval_avg/return_s/h9_explode_then_thrust_over,eval_avg/solve_rate_s/h5_rotate_fall,eval_avg/return_s/h3_point_the_thruster,_step,eval_video/len_s/h7_unicycle_left,media/eval_video_s/h6_unicycle_right,eval_video/return_s/h6_unicycle_right,eval_avg/solve_rate_s/h9_explode_then_thrust_over,eval_video/return_s/h5_rotate_fall,eval_avg/return_s/h8_unicycle_balance,eval_avg/return_s/h7_unicycle_left,eval_avg/solve_rate_s/h8_unicycle_balance,media/eval_video_s/h4_thrust_aim,eval_avg/return_s/h4_thrust_aim,eval_video/return_s/h9_explode_then_thrust_over,timing/sps,media/eval_video_s/h9_explode_then_thrust_over,eval_video/len_s/h3_point_the_thruster,_timestamp,eval_video/len_s/h8_unicycle_balance,eval_video/return_s/h0_weak_thrust,eval_avg/return_s/h5_rotate_fall,eval_video/return_s/h7_unicycle_left,eval_video/len_s/h5_rotate_fall,timing/num_updates,eval_video/len_s/h9_explode_then_thrust_over,episode_return,eval_video/return_s/h2_one_wheel_car,eval_video/return_s/h4_thrust_aim,timing/num_env_steps,timing/sps_agg,episode_length,media/eval_video_s/h0_weak_thrust,episode_solved,eval_video/return_s/h3_point_the_thruster,media/eval_video_s/h8_unicycle_balance,eval/mean_eval_solve,media/eval_video_s/h1_thrust_over_ball,media/eval_video_s/h2_one_wheel_car,num_completed_episodes,eval_avg/return_s/h6_unicycle_right,eval_avg/solve_rate_s/h7_unicycle_left,eval_video/return_s/h1_thrust_over_ball,media/eval_video_s/h7_unicycle_left,eval_avg/return_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h6_unicycle_right,eval_avg/solve_rate_s/h1_thrust_over_ball,eval_video/len_s/h2_one_wheel_car,eval_avg/solve_rate_s/h2_one_wheel_car,eval_video/len_s/h1_thrust_over_ball,eval/mean_eval_return,eval_avg/return_s/h2_one_wheel_car,eval_video/len_s/h6_unicycle_right,eval_video/len_s/h0_weak_thrust,eval_avg/solve_rate_s/h4_thrust_aim,_runtime,eval_video/len_s/h4_thrust_aim,eval_video/return_s/h8_unicycle_balance,eval_avg/return_s/h0_weak_thrust,eval_avg/solve_rate_s/h0_weak_thrust,eval/mean_eval_eplen,media/eval_video_s/h5_rotate_fall,media/eval_video_s/h3_point_the_thruster,eval_avg/solve_rate_s/h3_point_the_thruster
,,,10,,,,,,,,,,,,41079.06502417892,,,1763175105.010819,,,,,,10,,1.1502054929733276,,,20480000.0,29501.580067204217,83.81412506103516,,0.8092690706253052,,,,,,24490,,,,,,,,,,,,,,,,712.20140971,,,,,,,,
,,,11,,,,,,,,,,,,41077.292339101245,,,1763175154.8678105,,,,,,11,,1.15812349319458,,,22528000.0,30277.236617247203,82.69464111328125,,0.8150634765625,,,,,,24722,,,,,,,,,,,,,,,,762.059060461,,,,,,,,
,,,12,,,,,,,,,,,,41076.002209724036,,,1763175204.7262774,,,,,,12,,1.156440258026123,,,24576000.0,30955.41082965288,82.99400329589844,,0.813462495803833,,,,,,24676,,,,,,,,,,,,,,,,811.917567396,,,,,,,,
,,,13,,,,,,,,,,,,41079.002946185574,,,1763175254.581606,,,,,,13,,1.157533049583435,,,26624000.0,31553.574394565017,82.9707260131836,,0.8142359852790833,,,,,,24698,,,,,,,,,,,,,,,,861.773822331,,,,,,,,
,,,14,,,,,,,,,,,,41078.543653443885,,,1763175304.4368744,,,,,,14,,1.1511496305465698,,,28672000.0,32084.97521040072,83.87532043457031,,0.809095025062561,,,,,,24431,,,,,,,,,,,,,,,,911.628180849,,,,,,,,
,,,15,,,,,,,,,,,,41075.054306990845,,,1763175354.2975047,,,,,,15,,1.157954216003418,,,30720000.0,32560.069078351284,82.99020385742188,,0.8144820332527161,,,,,,24596,,,,,,,,,,,,,,,,961.49194761,,,,,,,,
,,,16,,,,,,,,,,,,41067.015588201655,,,1763175404.1674335,,,,,,16,,1.152988076210022,,,32768000.0,32987.1452182056,83.267578125,,0.8114704489707947,,,,,,24707,,,,,,,,,,,,,,,,1011.358607477,,,,,,,,
,,,17,,,,,,,,,,,,41099.85716470797,,,1763175453.9970047,,,,,,17,,1.1511735916137695,,,34816000.0,33374.664873863134,83.80646514892578,,0.809531569480896,,,,,,24466,,,,,,,,,,,,,,,,1061.190972861,,,,,,,,
,,,18,,,,,,,,,,,,41101.04062981245,,,1763175503.8249137,,,,,,18,,1.157325267791748,,,36864000.0,33726.89529886166,83.00720977783203,,0.8147062659263611,,,,,,24561,,,,,,,,,,,,,,,,1111.016315012,,,,,,,,
,,,19,,,,,,,,,,,,41088.04453882277,,,1763175553.6695554,,,,,,19,,1.150044322013855,,,38912000.0,34047.94140570234,84.01676940917969,,0.809535562992096,,,,,,24267,,,,,,,,,,,,,,,,1160.864009613,,,,,,,,
,,,20,,,,,,,,,,,,41095.75568175754,,,1763175603.5041041,,,,,,20,,1.1543686389923096,,,40960000.0,34342.42317923545,83.29903411865234,,0.8125907778739929,,,,,,24780,,,,,,,,,,,,,,,,1210.695420749,,,,,,,,
,,,21,,,,,,,,,,,,41090.889194574265,,,1763175653.3458657,,,,,,21,,1.1567567586898804,,,43008000.0,34613.118632954785,83.11978912353516,,0.8141286373138428,,,,,,24560,,,,,,,,,,,,,,,,1260.538136755,,,,,,,,
,,,22,,,,,,,,,,,,41091.846084329125,,,1763175703.1844354,,,,,,22,,1.1534931659698486,,,45056000.0,34862.96654006861,83.42372131347656,,0.8121771812438965,,,,,,24587,,,,,,,,,,,,,,,,1310.375554335,,,,,,,,
,,,23,,,,,,,,,,,,41089.09013448456,,,1763175753.027067,,,,,,23,,1.1494362354278564,,,47104000.0,35094.17215627383,83.8942642211914,,0.8088905215263367,,,,,,24363,,,,,,,,,,,,,,,,1360.223176469,,,,,,,,
,,,24,,,,,,,,,,,,41089.784934715055,,,1763175802.8694026,,,,,,24,,1.147216558456421,,,49152000.0,35308.842448122,84.18547058105469,,0.8077080845832825,,,,,,24338,,,,,,,,,,,,,,,,1410.060635229,,,,,,,,
,,,25,,,,,,,,,,,,41087.00292688531,,,1763175852.7151716,,,,,,25,,1.1604377031326294,,,51200000.0,35508.58865397906,82.55059814453125,,0.8167223334312439,,,,,,24853,,,,,,,,,,,,,,,,1459.906327177,,,,,,,,
,,,26,,,,,,,,,,,,41074.052241064695,,,1763175902.576033,,,,,,26,,1.1617622375488281,,,53248000.0,35694.610131420035,81.90409851074219,,0.8177564740180969,,,,,,25005,,,,,,,,,,,,,,,,1509.768067596,,,,,,,,
,,,27,,,,,,,,,,,,41086.167513665176,,,1763175952.4227955,,,,,,27,,1.1561558246612549,,,55296000.0,35868.94063527863,82.98008728027344,,0.8133971095085144,,,,,,24662,,,,,,,,,,,,,,,,1559.614667154,,,,,,,,
,,,28,,,,,,,,,,,,41081.90352474225,,,1763176002.2739697,,,,,,28,,1.1617847681045532,,,57344000.0,36032.23350702715,82.3899154663086,,0.816866397857666,,,,,,24949,,,,,,,,,,,,,,,,1609.464133806,,,,,,,,
,,,29,,,,,,,,,,,,41077.31689320198,,,1763176052.1316733,,,,,,29,,1.16054105758667,,,59392000.0,36185.4842792929,82.41193389892578,,0.8166365027427673,,,,,,24885,,,,,,,,,,,,,,,,1659.323216612,,,,,,,,
,,,30,,,,,,,,,,,,41092.636122008174,,,1763176101.969923,,,,,,30,,1.1571979522705078,,,61440000.0,36330.09843754459,83.1666488647461,,0.8141441345214844,,,,,,24519,,,,,,,,,,,,,,,,1709.161368704,,,,,,,,
,,,31,,,,,,,,,,,,41096.45896530385,,,1763176151.8042564,,,,,,31,,1.1563714742660522,,,63488000.0,36466.530119622475,83.05574798583984,,0.8135793209075928,,,,,,24611,,,,,,,,,,,,,,,,1758.99665144,,,,,,,,
,,,32,,,,,,,,,,,,41081.368525403275,,,1763176201.6560576,,,,,,32,,1.1517539024353027,,,65536000.0,36594.994671293265,83.36334228515625,,0.8105194568634033,,,,,,24583,,,,,,,,,,,,,,,,1808.846902498,,,,,,,,
,,,33,,,,,,,,,,,,41085.048573037006,,,1763176251.5041168,,,,,,33,,1.1566379070281982,,,67584000.0,36716.58979179164,82.72564697265625,,0.8136550784111023,,,,,,24782,,,,,,,,,,,,,,,,1858.696498309,,,,,,,,
,,,34,,,,,,,,,,,,41085.79668833808,,,1763176301.3509164,,,,,,34,,1.154595971107483,,,69632000.0,36831.79041044294,83.23908233642578,,0.8122689127922058,,,,,,24615,,,,,,,,,,,,,,,,1908.541711867,,,,,,,,
,,,35,,,,,,,,,,,,41089.849797038994,,,1763176351.192505,,,,,,35,,1.153497576713562,,,71680000.0,36941.16582531076,83.53133392333984,,0.8117513060569763,,,,,,24542,,,,,,,,,,,,,,,,1958.388281521,,,,,,,,
,,,36,,,,,,,,,,,,41063.34367767789,,,1763176401.0672736,,,,,,36,,1.1548094749450684,,,73728000.0,37044.464138998745,82.97135925292969,,0.8127234578132629,,,,,,24616,,,,,,,,,,,,,,,,2008.261824671,,,,,,,,
,,,37,,,,,,,,,,,,41066.18393246882,,,1763176450.937584,,,,,,37,,1.1559382677078247,,,75776000.0,37142.77467869502,82.8673324584961,,0.8130522966384888,,,,,,24670,,,,,,,,,,,,,,,,2058.132056799,,,,,,,,
,,,38,,,,,,,,,,,,41060.35523825639,,,1763176500.8162177,,,,,,38,,1.1584128141403198,,,77824000.0,37236.26739487005,82.65998840332031,,0.8148863315582275,,,,,,24855,,,,,,,,,,,,,,,,2108.004868819,,,,,,,,
,,,39,,,,,,,,,,,,41097.599959872365,,,1763176550.648472,,,,,,39,,1.163800597190857,,,79872000.0,37326.19019144387,82.06315612792969,,0.8184770941734314,,,,,,24939,,,,,,,,,,,,,,,,2157.84353005,,,,,,,,
,,,40,,,,,,,,,,,,41094.09204110499,,,1763176600.4849336,,,,,,40,,1.1544374227523804,,,81920000.0,37411.94737618539,83.65185546875,,0.8118719458580017,,,,,,24579,,,,,,,,,,,,,,,,2207.676371183,,,,,,,,
,,,41,,,,,,,,,,,,41099.62610395023,,,1763176650.3147914,,,,,,41,,1.159679889678955,,,83968000.0,37494.00012351279,82.46159362792969,,0.8159372806549072,,,,,,24747,,,,,,,,,,,,,,,,2257.509380832,,,,,,,,
,,,42,,,,,,,,,,,,41100.850263926404,,,1763176700.1442242,,,,,,42,,1.1510307788848877,,,86016000.0,37572.50527495674,83.89366149902344,,0.80986088514328,,,,,,24440,,,,,,,,,,,,,,,,2307.335968303,,,,,,,,
,,,43,,,,,,,,,,,,41093.98017976797,,,1763176749.9806845,,,,,,43,,1.1580191850662231,,,88064000.0,37647.531732827025,82.96189880371094,,0.8148027658462524,,,,,,24590,,,,,,,,,,,,,,,,2357.171702711,,,,,,,,
,,,44,,,,,,,,,,,,41086.438513195884,,,1763176799.8267922,,,,,,44,,1.1519056558609009,,,90112000.0,37719.28351035906,83.71133422851562,,0.8107004165649414,,,,,,24485,,,,,,,,,,,,,,,,2407.017661751,,,,,,,,
,,,45,,,,,,,,,,,,41104.1221278898,,,1763176849.6512115,,,,,,45,,1.1530506610870361,,,92160000.0,37788.43459198701,83.21914672851562,,0.8110360503196716,,,,,,24719,,,,,,,,,,,,,,,,2456.847355556,,,,,,,,
,,,46,,,,,,,,,,,,41093.65737770717,,,1763176899.4894104,,,,,,46,,1.1601035594940186,,,94208000.0,37854.623778730296,82.44292449951172,,0.816141664981842,,,,,,24731,,,,,,,,,,,,,,,,2506.681652394,,,,,,,,
,,,47,,,,,,,,,,,,41100.076035719634,,,1763176949.3182676,,,,,,47,,1.1609941720962524,,,96256000.0,37918.33030821903,82.1278305053711,,0.8168305158615112,,,,,,25026,,,,,,,,,,,,,,,,2556.510367658,,,,,,,,
,,,48,,,,,,,,,,,,41096.40469934794,,,1763176999.1525083,,,,,,48,,1.1551607847213745,,,98304000.0,37979.51861673525,83.2448959350586,,0.8126808404922485,,,,,,24541,,,,,,,,,,,,,,,,2606.343328169,,,,,,,,
,,,49,,,,,,,,,,,,41090.53911929714,,,1763177048.9935818,,,,,,49,,1.156537413597107,,,100352000.0,38038.29271435598,82.9346923828125,,0.8133527636528015,,,,,,24699,,,,,,,,,,,,,,,,2656.187464395,,,,,,,,
